Time,Position,Weather Condition,Wind Speed,Temperature
02:54:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,26°C
02:55:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,32°C
02:55:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,22°C
02:56:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,30°C
02:56:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,28°C
02:57:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,21°C
02:57:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,21°C
02:58:00,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,29°C
02:58:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,30°C
02:59:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,32°C
02:59:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,20°C
03:00:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,24°C
03:00:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,20°C
03:01:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,34°C
03:01:30,"('28.7041° N', '77.1025° E')",Clear,20 knots,25°C
03:02:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,27°C
03:02:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,30°C
03:03:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,25°C
03:03:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,33°C
03:04:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,31°C
03:04:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,33°C
03:05:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,25°C
03:05:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,21°C
03:06:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,32°C
03:06:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,22°C
03:07:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,30°C
03:07:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,32°C
03:08:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,32°C
03:08:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,28°C
03:09:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,30°C
03:09:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,30°C
03:10:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,27°C
03:10:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,35°C
03:11:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,20°C
03:11:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,29°C
03:12:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,30°C
03:12:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,29°C
03:13:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,28°C
03:13:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,31°C
03:14:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,20°C
03:14:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,24°C
03:15:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,34°C
03:15:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,28°C
03:16:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,30°C
03:16:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,30°C
03:17:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,31°C
03:17:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,21°C
03:18:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,24°C
03:18:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,27°C
03:19:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,29°C
03:19:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,23°C
03:20:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
03:20:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,27°C
03:21:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,23°C
03:21:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,25°C
03:22:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,21°C
03:22:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,32°C
03:23:00,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,32°C
03:23:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,28°C
03:24:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,21°C
03:24:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,30°C
03:25:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,32°C
03:25:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,35°C
03:26:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,34°C
03:26:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,34°C
03:27:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,22°C
03:27:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,30°C
03:28:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,30°C
03:28:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,26°C
03:29:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,29°C
03:29:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,31°C
03:30:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,27°C
03:30:30,"('26.0765° N', '56.2406° E')",Clear,15 knots,26°C
03:31:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,21°C
03:31:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,30°C
03:32:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,32°C
03:32:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,26°C
03:33:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,24°C
03:33:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,33°C
03:34:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,20°C
03:34:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,32°C
03:35:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,21°C
03:35:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,35°C
03:36:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,22°C
03:36:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,28°C
03:37:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,30°C
03:37:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,28°C
03:38:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,24°C
03:38:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,27°C
03:39:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,34°C
03:39:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,31°C
03:40:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,20°C
03:40:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
03:41:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,26°C
03:41:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,26°C
03:42:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,31°C
03:42:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,28°C
03:43:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,33°C
03:43:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,27°C
03:44:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,29°C
03:44:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,26°C
03:45:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,26°C
03:45:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,28°C
03:46:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,34°C
03:46:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,29°C
03:47:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,30°C
03:47:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,30°C
03:48:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,24°C
03:48:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,23°C
03:49:00,"('28.7041° N', '77.1025° E')",Fog,15 knots,21°C
03:49:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,24°C
03:50:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,35°C
03:50:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,26°C
03:51:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,27°C
03:51:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,24°C
03:52:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,21°C
03:52:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,33°C
03:53:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,32°C
03:53:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,21°C
03:54:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,31°C
03:54:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,32°C
03:55:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,23°C
03:55:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,34°C
03:56:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,32°C
03:56:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,28°C
03:57:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,28°C
03:57:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,28°C
03:58:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,21°C
03:58:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,32°C
03:59:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,31°C
03:59:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,33°C
04:00:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,29°C
04:00:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,32°C
04:01:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,23°C
04:01:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,25°C
04:02:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,33°C
04:02:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,24°C
04:03:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,31°C
04:03:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,30°C
04:04:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,23°C
04:04:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,28°C
04:05:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,35°C
04:05:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,24°C
04:06:00,"('26.0765° N', '56.2406° E')",Clear,10 knots,34°C
04:06:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,27°C
04:07:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,23°C
04:07:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,21°C
04:08:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,28°C
04:08:30,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,20°C
04:09:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,21°C
04:09:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,34°C
04:10:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,22°C
04:10:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,32°C
04:11:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,30°C
04:11:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,23°C
04:12:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,29°C
04:12:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,27°C
04:13:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,30°C
04:13:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,33°C
04:14:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,29°C
04:14:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,26°C
04:15:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,22°C
04:15:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,24°C
04:16:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,33°C
04:16:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,32°C
04:17:00,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,32°C
04:17:30,"('26.0765° N', '56.2406° E')",Clear,20 knots,34°C
04:18:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,35°C
04:18:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,22°C
04:19:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,28°C
04:19:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,27°C
04:20:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,27°C
04:20:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,30°C
04:21:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,34°C
04:21:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,27°C
04:22:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,33°C
04:22:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,25°C
04:23:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,31°C
04:23:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,31°C
04:24:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,31°C
04:24:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,24°C
04:25:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,22°C
04:25:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,22°C
04:26:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,34°C
04:26:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,26°C
04:27:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,30°C
04:27:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,34°C
04:28:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,32°C
04:28:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,28°C
04:29:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,35°C
04:29:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,24°C
04:30:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,22°C
04:30:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,25°C
04:31:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,24°C
04:31:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,29°C
04:32:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,33°C
04:32:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,23°C
04:33:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,30°C
04:33:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,20°C
04:34:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,23°C
04:34:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,30°C
04:35:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
04:35:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,31°C
04:36:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,27°C
04:36:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,25°C
04:37:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,34°C
04:37:30,"('26.0765° N', '56.2406° E')",Clear,20 knots,29°C
04:38:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,30°C
04:38:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,33°C
04:39:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,31°C
04:39:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,29°C
04:40:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,20°C
04:40:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,29°C
04:41:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,35°C
04:41:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,22°C
04:42:00,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,25°C
04:42:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,34°C
04:43:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,24°C
04:43:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,22°C
04:44:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,25°C
04:44:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,33°C
04:45:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,30°C
04:45:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,35°C
04:46:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,28°C
04:46:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,28°C
04:47:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,32°C
04:47:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,33°C
04:48:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,35°C
04:48:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,26°C
04:49:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,26°C
04:49:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,28°C
04:50:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,26°C
04:50:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,21°C
04:51:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,23°C
04:51:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,25°C
04:52:00,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,31°C
04:52:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,35°C
04:53:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,31°C
04:53:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,31°C
04:54:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,30°C
04:54:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,24°C
04:55:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,32°C
04:55:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,32°C
04:56:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,27°C
04:56:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,24°C
04:57:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,31°C
04:57:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,27°C
04:58:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,24°C
04:58:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,27°C
04:59:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,35°C
04:59:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,23°C
05:00:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,33°C
05:00:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,23°C
05:01:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,27°C
05:01:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,35°C
05:02:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,29°C
05:02:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,33°C
05:03:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,27°C
05:03:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,27°C
05:04:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,21°C
05:04:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,35°C
05:05:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,21°C
05:05:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,28°C
05:06:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,27°C
05:06:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,24°C
05:07:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,29°C
05:07:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,34°C
05:08:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,28°C
05:08:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,21°C
05:09:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,24°C
05:09:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,30°C
05:10:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,22°C
05:10:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,20°C
05:11:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
05:11:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,20°C
05:12:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,24°C
05:12:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,21°C
05:13:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,30°C
05:13:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,23°C
05:14:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,31°C
05:14:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,33°C
05:15:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,21°C
05:15:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,33°C
05:16:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,21°C
05:16:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,35°C
05:17:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,27°C
05:17:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,30°C
05:18:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,27°C
05:18:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,32°C
05:19:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,28°C
05:19:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,35°C
05:20:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,31°C
05:20:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,24°C
05:21:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,34°C
05:21:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,23°C
05:22:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,26°C
05:22:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,30°C
05:23:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,29°C
05:23:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,32°C
05:24:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,22°C
05:24:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,24°C
05:25:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,20°C
05:25:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,25°C
