Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
02:38:30,UAE201,"UAL771, Lufthansa184, AAL810",1,168,Descend to avoid traffic
02:39:00,UAE201,"Qantas967, DAL368, KLM410",8,34,Increase speed to avoid traffic conflict
02:39:30,UAE201,"UAL191, BAW977, Lufthansa390",14,287,Maintain separation
02:40:00,UAE201,"BAW216, Lufthansa515, Emirates325",14,355,Increase speed to avoid traffic conflict
02:40:30,UAE201,"KLM748, AFR755, JBU551",4,55,Climb to avoid traffic
02:41:00,UAE201,"AAL849, Emirates857, JBU278",7,23,Climb to avoid traffic
02:41:30,UAE201,"BAW870, AFR805, DAL401",14,116,Descend to avoid traffic
02:42:00,UAE201,"AAL106, Emirates597, UAL641",8,175,Turn left for traffic avoidance
02:42:30,UAE201,"Lufthansa531, BAW136, JBU973",13,162,Increase speed to avoid traffic conflict
02:43:00,UAE201,"Qantas700, BAW335, DAL656",3,22,Climb to avoid traffic
02:43:30,UAE201,"AAL556, Emirates293, Qantas637",8,228,Turn left for traffic avoidance
02:44:00,UAE201,"UAL460, SWA342, Emirates597",13,137,Climb to avoid traffic
02:44:30,UAE201,"AAL126, DAL741, BAW680",13,278,Climb to avoid traffic
02:45:00,UAE201,"SWA571, Lufthansa955, AFR574",3,85,Climb to avoid traffic
02:45:30,UAE201,"SWA855, AFR142, AAL230",15,311,Descend to avoid traffic
02:46:00,UAE201,"KLM885, UAL255, AAL654",8,296,Climb to avoid traffic
02:46:30,UAE201,"Lufthansa159, AAL524, AFR569",3,244,Maintain separation
02:47:00,UAE201,"AFR155, Lufthansa216, JBU434",7,254,Increase speed to avoid traffic conflict
02:47:30,UAE201,"BAW303, AFR783, KLM479",5,189,Climb to avoid traffic
02:48:00,UAE201,"AFR530, Qantas477, KLM816",1,168,Increase speed to avoid traffic conflict
02:48:30,UAE201,"Lufthansa339, KLM497, AAL350",6,265,Maintain separation
02:49:00,UAE201,"AAL376, UAL391, SWA570",1,293,Climb to avoid traffic
02:49:30,UAE201,"UAL690, Emirates277, KLM974",9,119,Turn left for traffic avoidance
02:50:00,UAE201,"Emirates825, Lufthansa778, UAL751",9,175,Maintain separation
02:50:30,UAE201,"AFR419, AAL654, KLM352",1,12,Turn left for traffic avoidance
02:51:00,UAE201,"AAL975, UAL658, Lufthansa928",12,259,Increase speed to avoid traffic conflict
02:51:30,UAE201,"DAL541, Emirates767, AFR759",11,336,Descend to avoid traffic
02:52:00,UAE201,"AAL333, Lufthansa362, BAW846",10,126,Climb to avoid traffic
02:52:30,UAE201,"UAL279, Emirates985, BAW776",3,31,Maintain separation
02:53:00,UAE201,"Emirates390, AAL330, AFR189",14,170,Increase speed to avoid traffic conflict
02:53:30,UAE201,"Lufthansa694, Emirates656, AFR718",15,160,Increase speed to avoid traffic conflict
02:54:00,UAE201,"Qantas207, Lufthansa342, SWA463",5,218,Turn left for traffic avoidance
02:54:30,UAE201,"SWA509, AFR971, KLM886",5,255,Maintain separation
02:55:00,UAE201,"UAL987, DAL892, BAW337",4,165,Maintain separation
02:55:30,UAE201,"KLM444, Lufthansa871, BAW741",2,338,Maintain separation
02:56:00,UAE201,"Qantas756, JBU907, KLM893",7,94,Climb to avoid traffic
02:56:30,UAE201,"AFR600, Emirates126, JBU901",15,116,Turn left for traffic avoidance
02:57:00,UAE201,"BAW170, AAL560, SWA121",6,268,Climb to avoid traffic
02:57:30,UAE201,"AAL882, DAL902, AFR201",9,325,Increase speed to avoid traffic conflict
02:58:00,UAE201,"AFR542, Emirates600, UAL140",15,351,Increase speed to avoid traffic conflict
02:58:30,UAE201,"UAL433, AAL556, Emirates240",1,255,Turn left for traffic avoidance
02:59:00,UAE201,"SWA662, KLM941, BAW480",15,12,Descend to avoid traffic
02:59:30,UAE201,"SWA464, Lufthansa752, UAL536",8,306,Climb to avoid traffic
03:00:00,UAE201,"DAL423, KLM529, Emirates675",4,323,Turn left for traffic avoidance
03:00:30,UAE201,"Emirates762, AFR949, UAL807",12,311,Maintain separation
03:01:00,UAE201,"DAL441, KLM581, Qantas437",4,144,Descend to avoid traffic
03:01:30,UAE201,"Emirates212, KLM122, JBU669",10,239,Maintain separation
03:02:00,UAE201,"Qantas557, Emirates517, AAL525",5,301,Descend to avoid traffic
03:02:30,UAE201,"BAW365, UAL725, JBU520",11,89,Turn left for traffic avoidance
03:03:00,UAE201,"DAL250, SWA319, AFR590",10,286,Increase speed to avoid traffic conflict
03:03:30,UAE201,"Lufthansa886, DAL378, Emirates217",12,42,Turn left for traffic avoidance
03:04:00,UAE201,"BAW237, DAL441, JBU370",4,302,Descend to avoid traffic
03:04:30,UAE201,"KLM903, SWA421, AAL616",15,264,Turn left for traffic avoidance
03:05:00,UAE201,"DAL147, JBU327, SWA415",1,47,Turn left for traffic avoidance
03:05:30,UAE201,"Qantas266, BAW126, Lufthansa644",9,200,Maintain separation
03:06:00,UAE201,"Emirates109, Qantas779, SWA435",3,109,Turn left for traffic avoidance
03:06:30,UAE201,"KLM603, DAL750, Qantas975",8,133,Maintain separation
03:07:00,UAE201,"Qantas867, JBU948, KLM212",11,62,Turn left for traffic avoidance
03:07:30,UAE201,"KLM454, BAW297, SWA429",12,279,Descend to avoid traffic
03:08:00,UAE201,"SWA707, Lufthansa592, DAL640",12,243,Maintain separation
03:08:30,UAE201,"Lufthansa554, SWA608, JBU809",15,339,Climb to avoid traffic
03:09:00,UAE201,"Lufthansa700, Emirates825, JBU482",12,68,Descend to avoid traffic
03:09:30,UAE201,"Lufthansa810, DAL883, SWA413",9,44,Increase speed to avoid traffic conflict
03:10:00,UAE201,"AAL196, AFR901, Qantas230",1,209,Maintain separation
03:10:30,UAE201,"UAL207, SWA947, BAW252",1,166,Descend to avoid traffic
03:11:00,UAE201,"KLM668, DAL228, UAL994",10,127,Increase speed to avoid traffic conflict
03:11:30,UAE201,"BAW691, UAL868, Emirates838",13,44,Descend to avoid traffic
03:12:00,UAE201,"AFR735, Lufthansa827, UAL185",1,81,Descend to avoid traffic
03:12:30,UAE201,"Emirates722, AAL173, BAW425",4,6,Descend to avoid traffic
03:13:00,UAE201,"DAL811, Qantas584, UAL388",14,14,Increase speed to avoid traffic conflict
03:13:30,UAE201,"KLM765, BAW796, UAL158",4,306,Maintain separation
03:14:00,UAE201,"Emirates669, BAW387, Lufthansa857",4,184,Turn left for traffic avoidance
03:14:30,UAE201,"KLM426, Qantas804, DAL526",6,185,Climb to avoid traffic
03:15:00,UAE201,"Qantas304, Emirates224, SWA571",1,113,Turn left for traffic avoidance
03:15:30,UAE201,"Qantas110, DAL873, AAL760",3,160,Turn left for traffic avoidance
03:16:00,UAE201,"AAL576, Emirates196, SWA734",9,251,Turn left for traffic avoidance
03:16:30,UAE201,"AAL436, Emirates684, UAL966",8,325,Turn left for traffic avoidance
03:17:00,UAE201,"JBU805, Qantas473, UAL657",13,218,Increase speed to avoid traffic conflict
03:17:30,UAE201,"AAL683, DAL630, BAW824",5,124,Maintain separation
03:18:00,UAE201,"DAL684, AFR306, Qantas403",12,302,Turn left for traffic avoidance
03:18:30,UAE201,"AFR497, JBU300, SWA426",10,100,Turn left for traffic avoidance
03:19:00,UAE201,"SWA866, Qantas506, Emirates526",15,196,Turn left for traffic avoidance
03:19:30,UAE201,"Qantas472, JBU607, DAL106",2,109,Turn left for traffic avoidance
03:20:00,UAE201,"Qantas598, AFR161, BAW398",7,356,Turn left for traffic avoidance
03:20:30,UAE201,"JBU974, DAL820, KLM617",8,356,Increase speed to avoid traffic conflict
03:21:00,UAE201,"KLM760, SWA930, DAL784",6,285,Climb to avoid traffic
03:21:30,UAE201,"Qantas686, JBU699, Emirates867",2,108,Descend to avoid traffic
03:22:00,UAE201,"UAL881, KLM433, JBU919",15,318,Maintain separation
03:22:30,UAE201,"Lufthansa240, SWA333, JBU702",1,302,Maintain separation
03:23:00,UAE201,"UAL870, DAL878, SWA751",3,208,Increase speed to avoid traffic conflict
03:23:30,UAE201,"Emirates677, AAL289, JBU350",4,84,Climb to avoid traffic
03:24:00,UAE201,"AFR763, Qantas640, SWA562",9,228,Descend to avoid traffic
03:24:30,UAE201,"UAL684, Lufthansa643, BAW681",10,78,Descend to avoid traffic
03:25:00,UAE201,"UAL387, KLM970, JBU320",4,325,Climb to avoid traffic
03:25:30,UAE201,"Qantas562, DAL608, AFR393",4,238,Turn left for traffic avoidance
03:26:00,UAE201,"UAL493, AAL914, Lufthansa874",12,119,Turn left for traffic avoidance
03:26:30,UAE201,"BAW649, Lufthansa965, UAL710",15,73,Turn left for traffic avoidance
03:27:00,UAE201,"Qantas965, UAL708, SWA395",15,257,Climb to avoid traffic
03:27:30,UAE201,"AAL323, UAL325, JBU832",1,235,Maintain separation
03:28:00,UAE201,"KLM744, UAL324, DAL906",15,51,Descend to avoid traffic
03:28:30,UAE201,"Emirates393, AFR628, AAL653",5,93,Increase speed to avoid traffic conflict
03:29:00,UAE201,"Lufthansa375, AFR182, UAL578",2,62,Increase speed to avoid traffic conflict
03:29:30,UAE201,"BAW797, Lufthansa494, Qantas508",2,40,Descend to avoid traffic
03:30:00,UAE201,"UAL847, SWA445, Emirates618",5,11,Descend to avoid traffic
03:30:30,UAE201,"DAL294, SWA980, JBU173",14,285,Descend to avoid traffic
03:31:00,UAE201,"AAL199, Qantas911, KLM862",6,279,Maintain separation
03:31:30,UAE201,"Lufthansa372, Emirates971, DAL607",9,84,Climb to avoid traffic
03:32:00,UAE201,"SWA634, JBU523, UAL615",4,339,Descend to avoid traffic
03:32:30,UAE201,"JBU347, DAL387, Lufthansa638",1,300,Climb to avoid traffic
03:33:00,UAE201,"Qantas781, AAL939, UAL528",7,24,Climb to avoid traffic
03:33:30,UAE201,"UAL317, BAW111, JBU881",1,247,Turn left for traffic avoidance
03:34:00,UAE201,"KLM548, DAL782, JBU752",6,222,Turn left for traffic avoidance
03:34:30,UAE201,"Lufthansa225, UAL218, DAL946",5,171,Descend to avoid traffic
03:35:00,UAE201,"KLM382, JBU875, UAL133",13,59,Increase speed to avoid traffic conflict
03:35:30,UAE201,"Lufthansa434, Emirates302, Qantas583",13,273,Maintain separation
03:36:00,UAE201,"AAL597, AFR193, Emirates898",6,137,Climb to avoid traffic
03:36:30,UAE201,"Emirates759, JBU123, AAL882",7,274,Increase speed to avoid traffic conflict
03:37:00,UAE201,"Lufthansa768, DAL680, Qantas694",11,239,Descend to avoid traffic
03:37:30,UAE201,"AFR656, UAL589, Emirates974",11,142,Descend to avoid traffic
03:38:00,UAE201,"DAL138, AFR878, KLM536",7,98,Turn left for traffic avoidance
03:38:30,UAE201,"BAW906, UAL930, DAL260",3,92,Increase speed to avoid traffic conflict
03:39:00,UAE201,"Emirates432, Lufthansa307, JBU649",14,35,Turn left for traffic avoidance
03:39:30,UAE201,"KLM993, Emirates129, Qantas411",8,278,Turn left for traffic avoidance
03:40:00,UAE201,"BAW567, Emirates587, UAL382",5,9,Descend to avoid traffic
03:40:30,UAE201,"Lufthansa997, UAL892, KLM584",5,65,Maintain separation
03:41:00,UAE201,"Qantas937, BAW898, UAL677",13,8,Turn left for traffic avoidance
03:41:30,UAE201,"UAL240, Lufthansa742, AFR741",1,79,Climb to avoid traffic
03:42:00,UAE201,"DAL253, SWA441, KLM278",5,313,Descend to avoid traffic
03:42:30,UAE201,"AFR666, Qantas968, Emirates930",10,167,Turn left for traffic avoidance
03:43:00,UAE201,"AAL623, DAL854, KLM699",14,358,Climb to avoid traffic
03:43:30,UAE201,"Lufthansa770, BAW257, Qantas239",1,195,Turn left for traffic avoidance
03:44:00,UAE201,"KLM611, AAL106, UAL367",13,179,Descend to avoid traffic
03:44:30,UAE201,"DAL648, UAL906, JBU574",7,51,Descend to avoid traffic
03:45:00,UAE201,"AAL920, SWA813, JBU108",11,37,Descend to avoid traffic
03:45:30,UAE201,"Lufthansa882, Emirates759, AFR971",3,295,Descend to avoid traffic
03:46:00,UAE201,"Qantas970, KLM938, AFR913",13,359,Turn left for traffic avoidance
03:46:30,UAE201,"KLM867, Lufthansa316, AFR906",15,203,Increase speed to avoid traffic conflict
03:47:00,UAE201,"AFR915, Lufthansa749, Emirates978",5,223,Maintain separation
03:47:30,UAE201,"Emirates420, KLM946, Qantas207",10,242,Turn left for traffic avoidance
03:48:00,UAE201,"AAL956, SWA737, Emirates251",6,120,Descend to avoid traffic
03:48:30,UAE201,"DAL347, Emirates692, AFR587",15,19,Descend to avoid traffic
03:49:00,UAE201,"JBU630, DAL163, Emirates916",2,156,Descend to avoid traffic
03:49:30,UAE201,"AAL615, Qantas661, KLM734",14,21,Increase speed to avoid traffic conflict
03:50:00,UAE201,"DAL557, AAL789, Emirates638",8,104,Climb to avoid traffic
03:50:30,UAE201,"DAL587, KLM893, BAW569",6,272,Maintain separation
03:51:00,UAE201,"JBU476, Qantas503, UAL136",15,165,Increase speed to avoid traffic conflict
03:51:30,UAE201,"Emirates933, JBU962, UAL432",13,116,Descend to avoid traffic
03:52:00,UAE201,"AFR896, SWA870, JBU710",6,276,Turn left for traffic avoidance
03:52:30,UAE201,"DAL336, KLM503, AAL614",3,9,Maintain separation
03:53:00,UAE201,"DAL666, JBU404, Emirates300",5,343,Maintain separation
03:53:30,UAE201,"KLM364, Lufthansa201, AFR709",15,168,Descend to avoid traffic
03:54:00,UAE201,"UAL546, JBU577, KLM230",11,341,Descend to avoid traffic
03:54:30,UAE201,"Lufthansa310, AFR450, DAL534",14,129,Climb to avoid traffic
03:55:00,UAE201,"JBU981, Qantas600, Emirates973",13,17,Climb to avoid traffic
03:55:30,UAE201,"Qantas753, Lufthansa267, AFR813",10,346,Increase speed to avoid traffic conflict
03:56:00,UAE201,"DAL425, KLM956, UAL208",9,325,Increase speed to avoid traffic conflict
03:56:30,UAE201,"Emirates154, Qantas124, Lufthansa262",11,164,Turn left for traffic avoidance
03:57:00,UAE201,"BAW519, Lufthansa459, KLM749",4,109,Increase speed to avoid traffic conflict
03:57:30,UAE201,"DAL402, BAW766, UAL151",1,156,Maintain separation
03:58:00,UAE201,"Emirates283, UAL767, AFR459",12,172,Maintain separation
03:58:30,UAE201,"DAL974, KLM914, AFR616",5,176,Turn left for traffic avoidance
03:59:00,UAE201,"Emirates454, BAW947, UAL304",12,103,Increase speed to avoid traffic conflict
03:59:30,UAE201,"DAL801, JBU427, KLM532",12,285,Climb to avoid traffic
04:00:00,UAE201,"AFR364, SWA860, Emirates207",2,231,Turn left for traffic avoidance
04:00:30,UAE201,"JBU426, Qantas753, DAL326",5,254,Maintain separation
04:01:00,UAE201,"DAL154, Qantas846, UAL144",1,117,Increase speed to avoid traffic conflict
04:01:30,UAE201,"AFR954, Qantas128, AAL760",10,211,Turn left for traffic avoidance
04:02:00,UAE201,"DAL206, UAL304, KLM193",14,347,Turn left for traffic avoidance
04:02:30,UAE201,"Emirates390, AFR659, KLM948",8,141,Turn left for traffic avoidance
04:03:00,UAE201,"AFR664, Qantas393, UAL191",5,32,Descend to avoid traffic
04:03:30,UAE201,"DAL669, KLM302, UAL409",13,277,Turn left for traffic avoidance
04:04:00,UAE201,"UAL995, AFR221, DAL346",12,124,Turn left for traffic avoidance
04:04:30,UAE201,"Qantas247, KLM182, AFR703",6,276,Climb to avoid traffic
04:05:00,UAE201,"SWA559, JBU724, UAL937",3,135,Descend to avoid traffic
04:05:30,UAE201,"DAL563, Emirates520, SWA953",3,360,Climb to avoid traffic
04:06:00,UAE201,"BAW314, KLM535, Lufthansa266",14,60,Climb to avoid traffic
04:06:30,UAE201,"JBU511, SWA746, Lufthansa550",1,227,Maintain separation
04:07:00,UAE201,"Qantas175, AAL323, BAW913",14,60,Increase speed to avoid traffic conflict
04:07:30,UAE201,"JBU632, SWA428, UAL640",5,246,Maintain separation
04:08:00,UAE201,"Qantas630, DAL409, SWA599",7,71,Climb to avoid traffic
04:08:30,UAE201,"JBU417, Lufthansa299, Qantas966",4,39,Maintain separation
04:09:00,UAE201,"KLM630, Qantas761, Emirates918",13,65,Turn left for traffic avoidance
04:09:30,UAE201,"Qantas306, DAL388, Emirates578",6,307,Turn left for traffic avoidance
04:10:00,UAE201,"Emirates612, KLM648, UAL131",6,237,Climb to avoid traffic
04:10:30,UAE201,"UAL483, JBU350, SWA509",13,196,Maintain separation
04:11:00,UAE201,"JBU829, KLM493, Lufthansa951",1,286,Turn left for traffic avoidance
04:11:30,UAE201,"SWA884, Qantas819, BAW786",11,83,Turn left for traffic avoidance
04:12:00,UAE201,"SWA441, UAL490, DAL671",12,62,Climb to avoid traffic
04:12:30,UAE201,"JBU806, Lufthansa906, Qantas301",10,90,Climb to avoid traffic
04:13:00,UAE201,"KLM389, AAL924, SWA758",12,95,Turn left for traffic avoidance
04:13:30,UAE201,"KLM495, DAL905, SWA350",4,22,Descend to avoid traffic
04:14:00,UAE201,"Lufthansa544, Emirates507, DAL726",13,17,Climb to avoid traffic
04:14:30,UAE201,"KLM131, JBU125, AFR853",12,25,Turn left for traffic avoidance
04:15:00,UAE201,"SWA201, KLM152, JBU625",10,309,Increase speed to avoid traffic conflict
04:15:30,UAE201,"Emirates269, SWA194, BAW709",1,177,Descend to avoid traffic
04:16:00,UAE201,"AAL521, Qantas806, Emirates881",11,288,Climb to avoid traffic
04:16:30,UAE201,"AFR197, AAL682, Emirates833",15,311,Climb to avoid traffic
04:17:00,UAE201,"AAL696, UAL593, Qantas242",3,47,Descend to avoid traffic
04:17:30,UAE201,"Emirates481, SWA135, AFR792",14,31,Turn left for traffic avoidance
04:18:00,UAE201,"AAL908, DAL239, SWA805",12,341,Increase speed to avoid traffic conflict
04:18:30,UAE201,"KLM586, BAW601, JBU415",6,11,Descend to avoid traffic
04:19:00,UAE201,"JBU619, Lufthansa285, BAW404",5,30,Increase speed to avoid traffic conflict
04:19:30,UAE201,"SWA115, KLM740, AAL461",6,321,Increase speed to avoid traffic conflict
04:20:00,UAE201,"Lufthansa968, JBU894, Qantas307",6,199,Descend to avoid traffic
04:20:30,UAE201,"KLM685, UAL537, Qantas826",2,153,Maintain separation
04:21:00,UAE201,"DAL670, AFR754, KLM934",8,134,Maintain separation
04:21:30,UAE201,"DAL581, AFR741, Lufthansa265",9,93,Climb to avoid traffic
04:22:00,UAE201,"BAW810, JBU718, AFR545",9,103,Maintain separation
04:22:30,UAE201,"DAL601, Lufthansa452, KLM487",4,79,Maintain separation
04:23:00,UAE201,"BAW502, SWA606, AFR583",10,157,Turn left for traffic avoidance
04:23:30,UAE201,"BAW425, KLM424, AFR704",10,130,Turn left for traffic avoidance
04:24:00,UAE201,"DAL380, SWA228, UAL571",2,247,Descend to avoid traffic
04:24:30,UAE201,"KLM231, Qantas544, SWA811",5,24,Increase speed to avoid traffic conflict
04:25:00,UAE201,"JBU747, Lufthansa768, SWA626",14,136,Increase speed to avoid traffic conflict
04:25:30,UAE201,"SWA749, Qantas256, JBU481",14,182,Descend to avoid traffic
04:26:00,UAE201,"UAL722, AAL836, Emirates555",8,32,Maintain separation
04:26:30,UAE201,"AFR250, Lufthansa271, UAL273",8,92,Maintain separation
04:27:00,UAE201,"Emirates568, JBU264, KLM162",7,258,Maintain separation
04:27:30,UAE201,"Qantas487, AAL850, Emirates905",9,175,Turn left for traffic avoidance
04:28:00,UAE201,"AAL423, Emirates612, AFR997",6,70,Descend to avoid traffic
04:28:30,UAE201,"AFR365, DAL207, Qantas810",9,130,Increase speed to avoid traffic conflict
04:29:00,UAE201,"JBU712, Lufthansa816, BAW689",1,146,Climb to avoid traffic
04:29:30,UAE201,"AAL851, BAW285, UAL590",7,0,Turn left for traffic avoidance
04:30:00,UAE201,"UAL309, KLM981, Qantas405",4,151,Descend to avoid traffic
04:30:30,UAE201,"AFR989, JBU492, KLM752",6,187,Turn left for traffic avoidance
04:31:00,UAE201,"Qantas828, DAL936, UAL322",7,356,Climb to avoid traffic
04:31:30,UAE201,"Qantas901, Emirates650, SWA930",13,351,Maintain separation
04:32:00,UAE201,"Qantas969, AAL820, AFR989",7,191,Maintain separation
04:32:30,UAE201,"SWA194, KLM820, AAL591",4,22,Climb to avoid traffic
04:33:00,UAE201,"UAL692, AAL169, BAW735",15,188,Turn left for traffic avoidance
04:33:30,UAE201,"Emirates329, AAL132, Lufthansa916",9,77,Climb to avoid traffic
04:34:00,UAE201,"DAL519, SWA760, AAL617",15,357,Turn left for traffic avoidance
04:34:30,UAE201,"Lufthansa637, KLM216, UAL269",2,72,Descend to avoid traffic
04:35:00,UAE201,"JBU398, DAL177, Emirates315",9,31,Turn left for traffic avoidance
04:35:30,UAE201,"BAW172, UAL353, Emirates714",1,169,Increase speed to avoid traffic conflict
04:36:00,UAE201,"Qantas543, AFR277, JBU420",1,72,Increase speed to avoid traffic conflict
04:36:30,UAE201,"JBU653, KLM361, Emirates847",4,244,Increase speed to avoid traffic conflict
04:37:00,UAE201,"Emirates261, AAL502, KLM522",15,118,Maintain separation
04:37:30,UAE201,"Emirates812, Qantas348, AFR690",1,310,Increase speed to avoid traffic conflict
04:38:00,UAE201,"DAL254, AFR236, KLM772",14,272,Maintain separation
04:38:30,UAE201,"SWA891, Emirates683, KLM617",7,208,Descend to avoid traffic
04:39:00,UAE201,"DAL908, Lufthansa776, UAL599",1,26,Climb to avoid traffic
04:39:30,UAE201,"AFR937, DAL122, AAL690",2,29,Climb to avoid traffic
04:40:00,UAE201,"Lufthansa555, AFR395, UAL241",14,186,Turn left for traffic avoidance
04:40:30,UAE201,"KLM563, BAW592, AAL710",2,252,Maintain separation
04:41:00,UAE201,"SWA152, JBU335, KLM141",9,158,Descend to avoid traffic
04:41:30,UAE201,"Emirates315, DAL582, SWA110",5,162,Descend to avoid traffic
04:42:00,UAE201,"UAL480, Emirates473, Qantas910",3,277,Increase speed to avoid traffic conflict
04:42:30,UAE201,"SWA983, KLM167, Qantas882",14,41,Increase speed to avoid traffic conflict
04:43:00,UAE201,"JBU174, UAL757, SWA920",11,104,Climb to avoid traffic
04:43:30,UAE201,"BAW596, KLM114, SWA612",14,250,Turn left for traffic avoidance
