Time,Call Sign,System,Status,Action Needed,Remarks
17:04:30,UAE201,Electrical,Warning,No action needed,
17:05:00,UAE201,Avionics,Critical,System reset needed,
17:05:30,UAE201,Engine,Critical,No action needed,
17:06:00,UAE201,Avionics,Critical,System reset needed,
17:06:30,UAE201,Engine,Normal,Manual override required,
17:07:00,UAE201,Engine,Warning,System reset needed,
17:07:30,UAE201,Engine,Warning,Manual override required,
17:08:00,UAE201,Hydraulics,Warning,No action needed,
17:08:30,UAE201,Engine,Critical,No action needed,
17:09:00,UAE201,Avionics,Warning,System reset needed,
17:09:30,UAE201,Engine,Warning,Manual override required,
17:10:00,UAE201,Avionics,Critical,System reset needed,
17:10:30,UAE201,Landing Gear,Warning,Manual override required,
17:11:00,UAE201,Avionics,Critical,Manual override required,
17:11:30,UAE201,Landing Gear,Normal,System reset needed,
17:12:00,UAE201,Engine,Warning,Manual override required,
17:12:30,UAE201,Electrical,Normal,System reset needed,
17:13:00,UAE201,Avionics,Critical,No action needed,
17:13:30,UAE201,Engine,Normal,No action needed,
17:14:00,UAE201,Engine,Normal,System reset needed,
17:14:30,UAE201,Hydraulics,Critical,No action needed,
17:15:00,UAE201,Avionics,Normal,System reset needed,
17:15:30,UAE201,Electrical,Critical,System reset needed,
17:16:00,UAE201,Engine,Normal,Manual override required,
17:16:30,UAE201,Engine,Critical,System reset needed,
17:17:00,UAE201,Landing Gear,Warning,Manual override required,
17:17:30,UAE201,Avionics,Warning,Manual override required,
17:18:00,UAE201,Electrical,Warning,No action needed,
17:18:30,UAE201,Landing Gear,Warning,No action needed,
17:19:00,UAE201,Electrical,Normal,Manual override required,
17:19:30,UAE201,Hydraulics,Normal,System reset needed,
17:20:00,UAE201,Hydraulics,Warning,Manual override required,
17:20:30,UAE201,Landing Gear,Warning,System reset needed,
17:21:00,UAE201,Landing Gear,Warning,No action needed,
17:21:30,UAE201,Avionics,Normal,System reset needed,
17:22:00,UAE201,Engine,Warning,System reset needed,
17:22:30,UAE201,Engine,Warning,No action needed,
17:23:00,UAE201,Landing Gear,Normal,Manual override required,
17:23:30,UAE201,Engine,Warning,System reset needed,
17:24:00,UAE201,Landing Gear,Warning,No action needed,
17:24:30,UAE201,Hydraulics,Warning,System reset needed,
17:25:00,UAE201,Electrical,Critical,System reset needed,
17:25:30,UAE201,Electrical,Normal,No action needed,
17:26:00,UAE201,Avionics,Warning,Manual override required,
17:26:30,UAE201,Hydraulics,Normal,No action needed,
17:27:00,UAE201,Landing Gear,Normal,Manual override required,
17:27:30,UAE201,Landing Gear,Warning,System reset needed,
17:28:00,UAE201,Electrical,Warning,System reset needed,
17:28:30,UAE201,Engine,Normal,System reset needed,
17:29:00,UAE201,Avionics,Critical,No action needed,
17:29:30,UAE201,Electrical,Critical,System reset needed,
17:30:00,UAE201,Hydraulics,Normal,Manual override required,
17:30:30,UAE201,Landing Gear,Normal,System reset needed,
17:31:00,UAE201,Electrical,Critical,No action needed,
17:31:30,UAE201,Electrical,Normal,System reset needed,
17:32:00,UAE201,Electrical,Critical,System reset needed,
17:32:30,UAE201,Hydraulics,Normal,System reset needed,
17:33:00,UAE201,Engine,Critical,System reset needed,
17:33:30,UAE201,Electrical,Normal,No action needed,
17:34:00,UAE201,Avionics,Warning,Manual override required,
17:34:30,UAE201,Hydraulics,Normal,No action needed,
17:35:00,UAE201,Engine,Normal,Manual override required,
17:35:30,UAE201,Landing Gear,Critical,Manual override required,
17:36:00,UAE201,Hydraulics,Critical,Manual override required,
17:36:30,UAE201,Hydraulics,Warning,Manual override required,
17:37:00,UAE201,Engine,Critical,Manual override required,
17:37:30,UAE201,Avionics,Warning,Manual override required,
17:38:00,UAE201,Electrical,Normal,System reset needed,
17:38:30,UAE201,Hydraulics,Critical,Manual override required,
17:39:00,UAE201,Hydraulics,Normal,No action needed,
17:39:30,UAE201,Hydraulics,Normal,Manual override required,
17:40:00,UAE201,Avionics,Normal,No action needed,
17:40:30,UAE201,Electrical,Critical,System reset needed,
17:41:00,UAE201,Electrical,Critical,Manual override required,
17:41:30,UAE201,Electrical,Critical,No action needed,
17:42:00,UAE201,Avionics,Critical,System reset needed,
17:42:30,UAE201,Avionics,Warning,System reset needed,
17:43:00,UAE201,Electrical,Critical,No action needed,
17:43:30,UAE201,Landing Gear,Warning,System reset needed,
17:44:00,UAE201,Engine,Warning,System reset needed,
17:44:30,UAE201,Engine,Normal,System reset needed,
17:45:00,UAE201,Landing Gear,Warning,System reset needed,
17:45:30,UAE201,Engine,Normal,Manual override required,
17:46:00,UAE201,Engine,Normal,System reset needed,
17:46:30,UAE201,Electrical,Critical,Manual override required,
17:47:00,UAE201,Avionics,Warning,No action needed,
17:47:30,UAE201,Engine,Normal,Manual override required,
17:48:00,UAE201,Landing Gear,Critical,System reset needed,
17:48:30,UAE201,Electrical,Normal,System reset needed,
17:49:00,UAE201,Hydraulics,Warning,System reset needed,
17:49:30,UAE201,Avionics,Warning,System reset needed,
17:50:00,UAE201,Engine,Critical,Manual override required,
17:50:30,UAE201,Hydraulics,Normal,No action needed,
17:51:00,UAE201,Hydraulics,Normal,System reset needed,
17:51:30,UAE201,Landing Gear,Warning,No action needed,
17:52:00,UAE201,Landing Gear,Warning,Manual override required,
17:52:30,UAE201,Engine,Critical,System reset needed,
17:53:00,UAE201,Engine,Critical,System reset needed,
17:53:30,UAE201,Engine,Normal,System reset needed,
17:54:00,UAE201,Landing Gear,Warning,Manual override required,
17:54:30,UAE201,Engine,Critical,System reset needed,
17:55:00,UAE201,Avionics,Warning,No action needed,
17:55:30,UAE201,Engine,Critical,No action needed,
17:56:00,UAE201,Electrical,Warning,System reset needed,
17:56:30,UAE201,Avionics,Critical,No action needed,
17:57:00,UAE201,Landing Gear,Warning,Manual override required,
17:57:30,UAE201,Landing Gear,Normal,No action needed,
17:58:00,UAE201,Avionics,Warning,System reset needed,
17:58:30,UAE201,Engine,Normal,System reset needed,
17:59:00,UAE201,Hydraulics,Warning,No action needed,
17:59:30,UAE201,Hydraulics,Critical,Manual override required,
18:00:00,UAE201,Landing Gear,Normal,System reset needed,
18:00:30,UAE201,Electrical,Normal,No action needed,
18:01:00,UAE201,Electrical,Warning,No action needed,
18:01:30,UAE201,Electrical,Warning,System reset needed,
18:02:00,UAE201,Electrical,Critical,Manual override required,
18:02:30,UAE201,Avionics,Warning,No action needed,
18:03:00,UAE201,Engine,Warning,Manual override required,
18:03:30,UAE201,Hydraulics,Critical,Manual override required,
18:04:00,UAE201,Electrical,Critical,No action needed,
18:04:30,UAE201,Hydraulics,Normal,System reset needed,
18:05:00,UAE201,Electrical,Critical,System reset needed,
18:05:30,UAE201,Electrical,Normal,System reset needed,
18:06:00,UAE201,Avionics,Normal,System reset needed,
18:06:30,UAE201,Landing Gear,Warning,No action needed,
18:07:00,UAE201,Electrical,Normal,No action needed,
18:07:30,UAE201,Landing Gear,Warning,No action needed,
18:08:00,UAE201,Avionics,Warning,Manual override required,
18:08:30,UAE201,Avionics,Normal,No action needed,
18:09:00,UAE201,Hydraulics,Warning,System reset needed,
18:09:30,UAE201,Avionics,Warning,Manual override required,
18:10:00,UAE201,Landing Gear,Warning,Manual override required,
18:10:30,UAE201,Electrical,Critical,System reset needed,
18:11:00,UAE201,Hydraulics,Critical,System reset needed,
18:11:30,UAE201,Landing Gear,Critical,System reset needed,
18:12:00,UAE201,Avionics,Normal,System reset needed,
18:12:30,UAE201,Hydraulics,Critical,Manual override required,
18:13:00,UAE201,Electrical,Normal,Manual override required,
18:13:30,UAE201,Engine,Critical,No action needed,
18:14:00,UAE201,Landing Gear,Critical,System reset needed,
18:14:30,UAE201,Avionics,Warning,Manual override required,
18:15:00,UAE201,Hydraulics,Normal,System reset needed,
18:15:30,UAE201,Landing Gear,Critical,System reset needed,
18:16:00,UAE201,Engine,Normal,No action needed,
18:16:30,UAE201,Electrical,Critical,No action needed,
18:17:00,UAE201,Landing Gear,Critical,Manual override required,
18:17:30,UAE201,Landing Gear,Warning,No action needed,
18:18:00,UAE201,Engine,Critical,No action needed,
18:18:30,UAE201,Hydraulics,Normal,System reset needed,
18:19:00,UAE201,Landing Gear,Warning,Manual override required,
18:19:30,UAE201,Avionics,Normal,Manual override required,
18:20:00,UAE201,Electrical,Normal,System reset needed,
18:20:30,UAE201,Avionics,Critical,Manual override required,
18:21:00,UAE201,Landing Gear,Warning,No action needed,
18:21:30,UAE201,Hydraulics,Warning,System reset needed,
18:22:00,UAE201,Landing Gear,Critical,No action needed,
18:22:30,UAE201,Avionics,Critical,Manual override required,
18:23:00,UAE201,Landing Gear,Critical,System reset needed,
18:23:30,UAE201,Avionics,Warning,Manual override required,
18:24:00,UAE201,Engine,Critical,No action needed,
18:24:30,UAE201,Landing Gear,Critical,No action needed,
18:25:00,UAE201,Hydraulics,Warning,System reset needed,
18:25:30,UAE201,Avionics,Normal,System reset needed,
18:26:00,UAE201,Avionics,Warning,Manual override required,
18:26:30,UAE201,Landing Gear,Critical,System reset needed,
18:27:00,UAE201,Engine,Normal,No action needed,
18:27:30,UAE201,Electrical,Warning,No action needed,
18:28:00,UAE201,Electrical,Critical,System reset needed,
18:28:30,UAE201,Engine,Warning,System reset needed,
18:29:00,UAE201,Avionics,Warning,Manual override required,
18:29:30,UAE201,Landing Gear,Normal,Manual override required,
18:30:00,UAE201,Hydraulics,Critical,Manual override required,
18:30:30,UAE201,Engine,Critical,System reset needed,
18:31:00,UAE201,Avionics,Normal,Manual override required,
18:31:30,UAE201,Electrical,Warning,Manual override required,
18:32:00,UAE201,Engine,Warning,Manual override required,
18:32:30,UAE201,Hydraulics,Critical,No action needed,
18:33:00,UAE201,Electrical,Critical,No action needed,
18:33:30,UAE201,Engine,Normal,Manual override required,
18:34:00,UAE201,Engine,Warning,System reset needed,
18:34:30,UAE201,Electrical,Critical,No action needed,
18:35:00,UAE201,Avionics,Normal,No action needed,
18:35:30,UAE201,Hydraulics,Critical,No action needed,
18:36:00,UAE201,Landing Gear,Normal,Manual override required,
18:36:30,UAE201,Avionics,Warning,System reset needed,
18:37:00,UAE201,Landing Gear,Critical,Manual override required,
18:37:30,UAE201,Hydraulics,Normal,No action needed,
18:38:00,UAE201,Hydraulics,Normal,System reset needed,
18:38:30,UAE201,Hydraulics,Normal,Manual override required,
18:39:00,UAE201,Landing Gear,Normal,No action needed,
18:39:30,UAE201,Avionics,Normal,No action needed,
18:40:00,UAE201,Electrical,Normal,System reset needed,
18:40:30,UAE201,Engine,Warning,Manual override required,
18:41:00,UAE201,Avionics,Critical,System reset needed,
18:41:30,UAE201,Hydraulics,Normal,No action needed,
18:42:00,UAE201,Electrical,Warning,No action needed,
18:42:30,UAE201,Landing Gear,Normal,Manual override required,
18:43:00,UAE201,Electrical,Warning,No action needed,
18:43:30,UAE201,Engine,Critical,System reset needed,
18:44:00,UAE201,Landing Gear,Warning,Manual override required,
18:44:30,UAE201,Hydraulics,Critical,Manual override required,
18:45:00,UAE201,Hydraulics,Warning,No action needed,
18:45:30,UAE201,Engine,Critical,System reset needed,
18:46:00,UAE201,Avionics,Normal,No action needed,
18:46:30,UAE201,Electrical,Critical,System reset needed,
18:47:00,UAE201,Landing Gear,Warning,System reset needed,
18:47:30,UAE201,Electrical,Critical,System reset needed,
18:48:00,UAE201,Hydraulics,Normal,No action needed,
18:48:30,UAE201,Landing Gear,Normal,Manual override required,
18:49:00,UAE201,Engine,Warning,Manual override required,
18:49:30,UAE201,Landing Gear,Normal,No action needed,
18:50:00,UAE201,Electrical,Warning,System reset needed,
18:50:30,UAE201,Electrical,Warning,System reset needed,
18:51:00,UAE201,Engine,Critical,Manual override required,
18:51:30,UAE201,Engine,Critical,Manual override required,
18:52:00,UAE201,Engine,Warning,System reset needed,
18:52:30,UAE201,Hydraulics,Normal,System reset needed,
18:53:00,UAE201,Electrical,Critical,System reset needed,
18:53:30,UAE201,Hydraulics,Critical,Manual override required,
18:54:00,UAE201,Hydraulics,Critical,System reset needed,
18:54:30,UAE201,Hydraulics,Normal,System reset needed,
18:55:00,UAE201,Avionics,Warning,Manual override required,
18:55:30,UAE201,Hydraulics,Critical,Manual override required,
18:56:00,UAE201,Avionics,Normal,Manual override required,
18:56:30,UAE201,Electrical,Normal,Manual override required,
18:57:00,UAE201,Electrical,Warning,No action needed,
18:57:30,UAE201,Engine,Normal,No action needed,
18:58:00,UAE201,Avionics,Critical,System reset needed,
18:58:30,UAE201,Hydraulics,Warning,System reset needed,
18:59:00,UAE201,Electrical,Normal,System reset needed,
18:59:30,UAE201,Hydraulics,Critical,No action needed,
19:00:00,UAE201,Landing Gear,Normal,No action needed,
19:00:30,UAE201,Electrical,Critical,Manual override required,
19:01:00,UAE201,Avionics,Warning,Manual override required,
19:01:30,UAE201,Hydraulics,Critical,System reset needed,
19:02:00,UAE201,Electrical,Warning,Manual override required,
19:02:30,UAE201,Electrical,Critical,System reset needed,
19:03:00,UAE201,Avionics,Warning,System reset needed,
19:03:30,UAE201,Electrical,Warning,System reset needed,
19:04:00,UAE201,Engine,Normal,System reset needed,
19:04:30,UAE201,Engine,Normal,System reset needed,
19:05:00,UAE201,Hydraulics,Normal,No action needed,
19:05:30,UAE201,Avionics,Normal,System reset needed,
19:06:00,UAE201,Landing Gear,Normal,System reset needed,
19:06:30,UAE201,Engine,Normal,Manual override required,
19:07:00,UAE201,Landing Gear,Warning,Manual override required,
19:07:30,UAE201,Landing Gear,Critical,Manual override required,
19:08:00,UAE201,Landing Gear,Critical,System reset needed,
19:08:30,UAE201,Hydraulics,Normal,No action needed,
19:09:00,UAE201,Electrical,Critical,Manual override required,
19:09:30,UAE201,Avionics,Critical,No action needed,
19:10:00,UAE201,Hydraulics,Warning,Manual override required,
19:10:30,UAE201,Avionics,Warning,System reset needed,
19:11:00,UAE201,Landing Gear,Critical,No action needed,
19:11:30,UAE201,Electrical,Warning,No action needed,
19:12:00,UAE201,Landing Gear,Critical,System reset needed,
19:12:30,UAE201,Engine,Critical,No action needed,
19:13:00,UAE201,Landing Gear,Critical,No action needed,
19:13:30,UAE201,Hydraulics,Critical,Manual override required,
19:14:00,UAE201,Hydraulics,Warning,System reset needed,
19:14:30,UAE201,Landing Gear,Warning,Manual override required,
19:15:00,UAE201,Hydraulics,Warning,Manual override required,
19:15:30,UAE201,Electrical,Warning,Manual override required,
19:16:00,UAE201,Electrical,Warning,No action needed,
19:16:30,UAE201,Electrical,Warning,No action needed,
19:17:00,UAE201,Avionics,Normal,No action needed,
19:17:30,UAE201,Electrical,Normal,System reset needed,
19:18:00,UAE201,Hydraulics,Normal,Manual override required,
19:18:30,UAE201,Avionics,Critical,Manual override required,
19:19:00,UAE201,Engine,Critical,Manual override required,
19:19:30,UAE201,Electrical,Critical,System reset needed,
19:20:00,UAE201,Landing Gear,Critical,System reset needed,
19:20:30,UAE201,Avionics,Warning,System reset needed,
19:21:00,UAE201,Electrical,Normal,Manual override required,
19:21:30,UAE201,Electrical,Warning,System reset needed,
19:22:00,UAE201,Landing Gear,Normal,No action needed,
19:22:30,UAE201,Hydraulics,Normal,No action needed,
19:23:00,UAE201,Avionics,Warning,No action needed,
19:23:30,UAE201,Avionics,Warning,Manual override required,
19:24:00,UAE201,Landing Gear,Normal,Manual override required,
19:24:30,UAE201,Avionics,Critical,No action needed,
19:25:00,UAE201,Hydraulics,Critical,Manual override required,
19:25:30,UAE201,Electrical,Critical,System reset needed,
19:26:00,UAE201,Electrical,Critical,System reset needed,
19:26:30,UAE201,Hydraulics,Normal,Manual override required,
19:27:00,UAE201,Engine,Normal,No action needed,
19:27:30,UAE201,Avionics,Critical,No action needed,
19:28:00,UAE201,Hydraulics,Warning,No action needed,
19:28:30,UAE201,Landing Gear,Warning,System reset needed,
19:29:00,UAE201,Landing Gear,Critical,No action needed,
19:29:30,UAE201,Electrical,Warning,Manual override required,
19:30:00,UAE201,Electrical,Warning,System reset needed,
19:30:30,UAE201,Hydraulics,Warning,No action needed,
19:31:00,UAE201,Electrical,Normal,Manual override required,
19:31:30,UAE201,Avionics,Critical,System reset needed,
19:32:00,UAE201,Engine,Critical,Manual override required,
19:32:30,UAE201,Electrical,Critical,System reset needed,
19:33:00,UAE201,Engine,Critical,Manual override required,
19:33:30,UAE201,Electrical,Warning,No action needed,
19:34:00,UAE201,Electrical,Warning,System reset needed,
19:34:30,UAE201,Electrical,Critical,System reset needed,
19:35:00,UAE201,Hydraulics,Critical,Manual override required,
19:35:30,UAE201,Avionics,Warning,Manual override required,
19:36:00,UAE201,Avionics,Warning,Manual override required,
19:36:30,UAE201,Avionics,Warning,Manual override required,
19:37:00,UAE201,Avionics,Normal,Manual override required,
19:37:30,UAE201,Engine,Warning,No action needed,
19:38:00,UAE201,Hydraulics,Critical,System reset needed,
19:38:30,UAE201,Avionics,Warning,System reset needed,
19:39:00,UAE201,Landing Gear,Critical,System reset needed,
19:39:30,UAE201,Electrical,Normal,No action needed,
19:40:00,UAE201,Avionics,Normal,System reset needed,
19:40:30,UAE201,Avionics,Critical,System reset needed,
19:41:00,UAE201,Avionics,Normal,No action needed,
19:41:30,UAE201,Engine,Warning,System reset needed,
19:42:00,UAE201,Avionics,Normal,System reset needed,
19:42:30,UAE201,Hydraulics,Critical,No action needed,
19:43:00,UAE201,Landing Gear,Warning,System reset needed,
19:43:30,UAE201,Avionics,Normal,No action needed,
19:44:00,UAE201,Avionics,Warning,Manual override required,
19:44:30,UAE201,Landing Gear,Normal,Manual override required,
19:45:00,UAE201,Landing Gear,Warning,Manual override required,
19:45:30,UAE201,Avionics,Critical,No action needed,
19:46:00,UAE201,Landing Gear,Critical,System reset needed,
19:46:30,UAE201,Avionics,Warning,Manual override required,
19:47:00,UAE201,Electrical,Critical,No action needed,
19:47:30,UAE201,Electrical,Normal,System reset needed,
19:48:00,UAE201,Hydraulics,Normal,No action needed,
19:48:30,UAE201,Hydraulics,Critical,Manual override required,
19:49:00,UAE201,Engine,Normal,No action needed,
19:49:30,UAE201,Landing Gear,Normal,No action needed,
19:50:00,UAE201,Engine,Warning,Manual override required,
19:50:30,UAE201,Hydraulics,Critical,System reset needed,
19:51:00,UAE201,Landing Gear,Warning,System reset needed,
19:51:30,UAE201,Electrical,Critical,System reset needed,
19:52:00,UAE201,Hydraulics,Critical,System reset needed,
19:52:30,UAE201,Landing Gear,Critical,No action needed,
19:53:00,UAE201,Engine,Normal,System reset needed,
19:53:30,UAE201,Hydraulics,Critical,No action needed,
19:54:00,UAE201,Hydraulics,Warning,System reset needed,
19:54:30,UAE201,Hydraulics,Critical,System reset needed,
19:55:00,UAE201,Electrical,Warning,Manual override required,
19:55:30,UAE201,Engine,Warning,Manual override required,
19:56:00,UAE201,Electrical,Critical,No action needed,
19:56:30,UAE201,Avionics,Critical,System reset needed,
19:57:00,UAE201,Hydraulics,Warning,Manual override required,
19:57:30,UAE201,Hydraulics,Warning,Manual override required,
19:58:00,UAE201,Avionics,Warning,Manual override required,
19:58:30,UAE201,Landing Gear,Critical,System reset needed,
19:59:00,UAE201,Landing Gear,Critical,Manual override required,
19:59:30,UAE201,Landing Gear,Warning,System reset needed,
20:00:00,UAE201,Engine,Normal,Manual override required,
20:00:30,UAE201,Electrical,Critical,System reset needed,
20:01:00,UAE201,Landing Gear,Critical,No action needed,
20:01:30,UAE201,Electrical,Critical,System reset needed,
20:02:00,UAE201,Landing Gear,Normal,Manual override required,
20:02:30,UAE201,Landing Gear,Normal,System reset needed,
20:03:00,UAE201,Engine,Normal,Manual override required,
20:03:30,UAE201,Avionics,Normal,System reset needed,
20:04:00,UAE201,Electrical,Normal,Manual override required,
20:04:30,UAE201,Hydraulics,Normal,System reset needed,
20:05:00,UAE201,Engine,Warning,No action needed,
20:05:30,UAE201,Electrical,Warning,System reset needed,
20:06:00,UAE201,Landing Gear,Normal,System reset needed,
20:06:30,UAE201,Hydraulics,Warning,System reset needed,
20:07:00,UAE201,Landing Gear,Critical,No action needed,
20:07:30,UAE201,Avionics,Normal,System reset needed,
20:08:00,UAE201,Landing Gear,Critical,No action needed,
20:08:30,UAE201,Hydraulics,Critical,Manual override required,
20:09:00,UAE201,Avionics,Critical,No action needed,
20:09:30,UAE201,Avionics,Critical,No action needed,
20:10:00,UAE201,Hydraulics,Normal,System reset needed,
20:10:30,UAE201,Landing Gear,Critical,System reset needed,
20:11:00,UAE201,Avionics,Critical,Manual override required,
20:11:30,UAE201,Hydraulics,Normal,System reset needed,
20:12:00,UAE201,Hydraulics,Critical,Manual override required,
20:12:30,UAE201,Landing Gear,Normal,System reset needed,
20:13:00,UAE201,Electrical,Warning,System reset needed,
20:13:30,UAE201,Electrical,Critical,Manual override required,
20:14:00,UAE201,Electrical,Critical,System reset needed,
20:14:30,UAE201,Hydraulics,Warning,No action needed,
20:15:00,UAE201,Avionics,Warning,Manual override required,
20:15:30,UAE201,Avionics,Normal,System reset needed,
20:16:00,UAE201,Engine,Critical,Manual override required,
20:16:30,UAE201,Electrical,Normal,No action needed,
20:17:00,UAE201,Hydraulics,Critical,Manual override required,
20:17:30,UAE201,Hydraulics,Warning,Manual override required,
20:18:00,UAE201,Hydraulics,Critical,Manual override required,
20:18:30,UAE201,Electrical,Normal,No action needed,
20:19:00,UAE201,Electrical,Normal,No action needed,
20:19:30,UAE201,Landing Gear,Critical,System reset needed,
20:20:00,UAE201,Avionics,Normal,System reset needed,
20:20:30,UAE201,Engine,Warning,System reset needed,
20:21:00,UAE201,Landing Gear,Warning,No action needed,
20:21:30,UAE201,Engine,Critical,No action needed,
20:22:00,UAE201,Engine,Normal,Manual override required,
20:22:30,UAE201,Landing Gear,Normal,No action needed,
20:23:00,UAE201,Landing Gear,Warning,No action needed,
20:23:30,UAE201,Electrical,Critical,No action needed,
20:24:00,UAE201,Avionics,Warning,No action needed,
20:24:30,UAE201,Avionics,Normal,System reset needed,
20:25:00,UAE201,Hydraulics,Critical,Manual override required,
20:25:30,UAE201,Hydraulics,Warning,Manual override required,
20:26:00,UAE201,Landing Gear,Critical,Manual override required,
20:26:30,UAE201,Hydraulics,Critical,System reset needed,
20:27:00,UAE201,Avionics,Warning,System reset needed,
20:27:30,UAE201,Landing Gear,Critical,System reset needed,
20:28:00,UAE201,Electrical,Critical,Manual override required,
20:28:30,UAE201,Engine,Warning,Manual override required,
20:29:00,UAE201,Electrical,Normal,No action needed,
20:29:30,UAE201,Electrical,Warning,System reset needed,
20:30:00,UAE201,Hydraulics,Normal,Manual override required,
20:30:30,UAE201,Avionics,Critical,System reset needed,
20:31:00,UAE201,Hydraulics,Normal,No action needed,
20:31:30,UAE201,Hydraulics,Critical,No action needed,
20:32:00,UAE201,Hydraulics,Warning,System reset needed,
20:32:30,UAE201,Avionics,Critical,System reset needed,
20:33:00,UAE201,Hydraulics,Normal,System reset needed,
20:33:30,UAE201,Hydraulics,Normal,No action needed,
20:34:00,UAE201,Hydraulics,Critical,System reset needed,
20:34:30,UAE201,Electrical,Critical,System reset needed,
20:35:00,UAE201,Avionics,Warning,Manual override required,
20:35:30,UAE201,Landing Gear,Warning,Manual override required,
20:36:00,UAE201,Avionics,Critical,System reset needed,
20:36:30,UAE201,Hydraulics,Warning,System reset needed,
20:37:00,UAE201,Landing Gear,Normal,System reset needed,
20:37:30,UAE201,Engine,Warning,System reset needed,
20:38:00,UAE201,Engine,Normal,Manual override required,
20:38:30,UAE201,Avionics,Normal,System reset needed,
20:39:00,UAE201,Hydraulics,Critical,System reset needed,
20:39:30,UAE201,Engine,Normal,No action needed,
20:40:00,UAE201,Landing Gear,Normal,No action needed,
20:40:30,UAE201,Avionics,Normal,Manual override required,
20:41:00,UAE201,Engine,Normal,System reset needed,
20:41:30,UAE201,Electrical,Normal,Manual override required,
20:42:00,UAE201,Hydraulics,Normal,No action needed,
20:42:30,UAE201,Hydraulics,Warning,System reset needed,
20:43:00,UAE201,Electrical,Normal,System reset needed,
20:43:30,UAE201,Engine,Warning,System reset needed,
20:44:00,UAE201,Landing Gear,Warning,Manual override required,
20:44:30,UAE201,Landing Gear,Critical,No action needed,
20:45:00,UAE201,Landing Gear,Normal,No action needed,
20:45:30,UAE201,Electrical,Warning,System reset needed,
20:46:00,UAE201,Electrical,Warning,System reset needed,
20:46:30,UAE201,Landing Gear,Normal,No action needed,
20:47:00,UAE201,Engine,Warning,No action needed,
20:47:30,UAE201,Electrical,Warning,Manual override required,
20:48:00,UAE201,Hydraulics,Warning,System reset needed,
20:48:30,UAE201,Engine,Normal,System reset needed,
20:49:00,UAE201,Avionics,Critical,Manual override required,
20:49:30,UAE201,Electrical,Normal,No action needed,
20:50:00,UAE201,Electrical,Warning,No action needed,
20:50:30,UAE201,Hydraulics,Normal,No action needed,
20:51:00,UAE201,Landing Gear,Normal,No action needed,
20:51:30,UAE201,Landing Gear,Normal,Manual override required,
20:52:00,UAE201,Avionics,Warning,No action needed,
20:52:30,UAE201,Landing Gear,Normal,System reset needed,
20:53:00,UAE201,Hydraulics,Normal,Manual override required,
20:53:30,UAE201,Landing Gear,Warning,Manual override required,
20:54:00,UAE201,Avionics,Normal,Manual override required,
20:54:30,UAE201,Landing Gear,Normal,System reset needed,
20:55:00,UAE201,Electrical,Warning,Manual override required,
20:55:30,UAE201,Electrical,Warning,Manual override required,
20:56:00,UAE201,Electrical,Warning,System reset needed,
20:56:30,UAE201,Avionics,Normal,System reset needed,
20:57:00,UAE201,Engine,Normal,System reset needed,
20:57:30,UAE201,Landing Gear,Critical,Manual override required,
20:58:00,UAE201,Electrical,Critical,Manual override required,
20:58:30,UAE201,Landing Gear,Warning,Manual override required,
20:59:00,UAE201,Electrical,Critical,System reset needed,
20:59:30,UAE201,Avionics,Critical,Manual override required,
21:00:00,UAE201,Avionics,Critical,No action needed,
21:00:30,UAE201,Hydraulics,Normal,System reset needed,
21:01:00,UAE201,Electrical,Normal,System reset needed,
21:01:30,UAE201,Hydraulics,Warning,No action needed,
21:02:00,UAE201,Hydraulics,Normal,No action needed,
21:02:30,UAE201,Avionics,Critical,System reset needed,
21:03:00,UAE201,Engine,Critical,Manual override required,
21:03:30,UAE201,Landing Gear,Normal,Manual override required,
21:04:00,UAE201,Engine,Critical,No action needed,
21:04:30,UAE201,Landing Gear,Normal,System reset needed,
21:05:00,UAE201,Hydraulics,Warning,System reset needed,
21:05:30,UAE201,Landing Gear,Warning,Manual override required,
21:06:00,UAE201,Electrical,Warning,Manual override required,
21:06:30,UAE201,Electrical,Warning,System reset needed,
21:07:00,UAE201,Avionics,Warning,Manual override required,
21:07:30,UAE201,Landing Gear,Warning,System reset needed,
21:08:00,UAE201,Hydraulics,Critical,Manual override required,
21:08:30,UAE201,Avionics,Normal,System reset needed,
21:09:00,UAE201,Avionics,Critical,System reset needed,
21:09:30,UAE201,Avionics,Warning,System reset needed,
21:10:00,UAE201,Hydraulics,Normal,Manual override required,
21:10:30,UAE201,Hydraulics,Critical,Manual override required,
21:11:00,UAE201,Hydraulics,Warning,System reset needed,
21:11:30,UAE201,Hydraulics,Warning,No action needed,
21:12:00,UAE201,Avionics,Critical,Manual override required,
21:12:30,UAE201,Electrical,Normal,Manual override required,
21:13:00,UAE201,Electrical,Critical,No action needed,
21:13:30,UAE201,Hydraulics,Normal,No action needed,
21:14:00,UAE201,Engine,Warning,Manual override required,
21:14:30,UAE201,Landing Gear,Critical,No action needed,
21:15:00,UAE201,Engine,Normal,Manual override required,
21:15:30,UAE201,Engine,Normal,System reset needed,
21:16:00,UAE201,Hydraulics,Normal,No action needed,
21:16:30,UAE201,Landing Gear,Warning,System reset needed,
21:17:00,UAE201,Hydraulics,Warning,System reset needed,
21:17:30,UAE201,Landing Gear,Critical,System reset needed,
21:18:00,UAE201,Hydraulics,Critical,Manual override required,
21:18:30,UAE201,Avionics,Normal,Manual override required,
21:19:00,UAE201,Engine,Warning,No action needed,
