Time (UTC),Flight Number,Call Sign,Aircraft Type,Communication Type,Communication Content,Altitude (ft),Speed (knots),Heading (degrees),"Position (Latitude°, Longitude°)",Weather Update,NOTAMs,Navigational Information,Flight Manual Reference,Summary
06:55:30,UAE168,UAE168,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,38000,36,357,"24.4560° N, 54.6374° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
06:56:00,ETD188,ETD188,Boeing 737 MAX,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,5000,260,155,"25.3286° N, 55.5171° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
06:56:30,FDB139,FDB139,Airbus A320,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,0,12,8,"26.0765° N, 56.2406° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
06:57:00,FDB193,FDB193,Boeing 787,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,35000,15,201,"25.3286° N, 55.5171° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
06:57:30,ETD122,ETD122,Boeing 737 MAX,ATC Instruction,Expect holding at waypoint PASOV.,41000,199,117,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
06:58:00,FDB141,FDB141,Boeing 787,NOTAM Alert,Navigation aid VOR DUB out of service.,25000,154,250,"24.9180° N, 55.0728° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
06:58:30,FDB191,FDB191,Boeing 787,Weather Update,Moderate turbulence reported at FL100.,10000,78,320,"25.3286° N, 55.5171° E",Moderate turbulence reported at FL100.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
06:59:00,ABY179,ABY179,Boeing 737 MAX,NOTAM Alert,Navigation aid VOR DUB out of service.,38000,268,327,"24.4560° N, 54.6374° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
06:59:30,ABY180,ABY180,Airbus A320,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,3000,46,108,"25.3286° N, 55.5171° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:00:00,ABY121,ABY121,Boeing 777,Weather Update,Moderate turbulence reported at FL0.,0,329,260,"24.4560° N, 54.6374° E",Moderate turbulence reported at FL0.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:00:30,FDB130,FDB130,Boeing 787,Weather Update,Wind shear reported on final approach runway 30L.,20000,342,205,"25.2532° N, 55.3657° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:01:00,UAE119,UAE119,Boeing 787,ATC Instruction,Expect holding at waypoint PASOV.,20000,198,18,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:01:30,ABY135,ABY135,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,38000,232,165,"25.2532° N, 55.3657° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:02:00,ETD138,ETD138,Airbus A380,Pilot Acknowledgment,"Maintaining present speed, ETD138.",25000,277,102,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:02:30,UAE185,UAE185,Boeing 787,Pilot Acknowledgment,"Switching to 125.5, UAE185.",3000,354,168,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:03:00,ETD197,ETD197,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,3000,367,90,"26.0765° N, 56.2406° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:03:30,ABY192,ABY192,Airbus A380,Weather Update,Wind shear reported on final approach runway 30L.,35000,355,60,"24.4560° N, 54.6374° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:04:00,ABY172,ABY172,Boeing 777,ATC Instruction,"Descend and maintain 25000 feet, expect ILS approach runway 09L.",25000,5,65,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:04:30,ABY135,ABY135,Boeing 787,ATC Instruction,"Descend and maintain 0 feet, expect ILS approach runway 09L.",0,11,62,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:05:00,UAE162,UAE162,Boeing 787,ATC Instruction,Maintain present speed.,10000,199,101,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:05:30,ABY183,ABY183,Boeing 787,Pilot Report,"Runway vacated, taxiing to gate.",41000,362,235,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:06:00,FDB161,FDB161,Airbus A320,Pilot Report,"Passing FL300, climbing to FL380.",30000,328,236,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:06:30,FDB130,FDB130,Airbus A380,Pilot Acknowledgment,"Cleared for takeoff runway 30R, FDB130.",41000,395,79,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:07:00,ETD199,ETD199,Boeing 787,NOTAM Alert,Temporary flight restriction active over area OM999.,5000,15,84,"25.3286° N, 55.5171° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:07:30,UAE178,UAE178,Boeing 737 MAX,Pilot Acknowledgment,"Cleared for takeoff runway 30R, UAE178.",41000,112,253,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:08:00,FDB152,FDB152,Airbus A380,Pilot Report,Engine 2 showing abnormal vibrations.,30000,48,53,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:08:30,FDB102,FDB102,Airbus A320,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,15000,64,254,"24.4560° N, 54.6374° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:09:00,FDB182,FDB182,Boeing 777,Pilot Report,"Runway vacated, taxiing to gate.",35000,212,81,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:09:30,FDB178,FDB178,Boeing 777,Pilot Report,"Holding short of runway 12L, ready for departure.",41000,7,178,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:10:00,UAE134,UAE134,Airbus A320,Pilot Report,Experiencing moderate turbulence at FL410.,41000,236,138,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:10:30,ABY107,ABY107,Boeing 777,ATC Instruction,Maintain present speed.,3000,346,279,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:11:00,UAE182,UAE182,Airbus A320,Weather Update,Moderate turbulence reported at FL350.,35000,115,53,"24.9180° N, 55.0728° E",Moderate turbulence reported at FL350.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:11:30,ETD170,ETD170,Boeing 737 MAX,Pilot Acknowledgment,"Climb and maintain 38000 feet, ETD170.",38000,94,146,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:12:00,FDB170,FDB170,Boeing 777,Pilot Acknowledgment,"Left heading 21, FDB170.",5000,389,21,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:12:30,FDB136,FDB136,Boeing 787,NOTAM Alert,GPS interference reported near waypoint ORSAR.,30000,157,99,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:13:00,ETD114,ETD114,Airbus A320,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,35000,287,290,"26.0765° N, 56.2406° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:13:30,ETD174,ETD174,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,5000,244,245,"25.3286° N, 55.5171° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:14:00,UAE131,UAE131,Airbus A320,Pilot Acknowledgment,"Climb and maintain 35000 feet, UAE131.",35000,67,288,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:14:30,ABY195,ABY195,Boeing 777,ATC Instruction,Expect holding at waypoint PASOV.,35000,34,289,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:15:00,ABY183,ABY183,Boeing 777,Pilot Report,"Passing FL50, climbing to FL380.",5000,396,279,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:15:30,ABY109,ABY109,Boeing 777,ATC Instruction,Proceed direct to waypoint DESDI.,20000,80,318,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:16:00,ABY174,ABY174,Boeing 737 MAX,Pilot Report,"Runway vacated, taxiing to gate.",20000,435,200,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:16:30,FDB169,FDB169,Airbus A380,Pilot Acknowledgment,"Switching to 125.5, FDB169.",35000,243,181,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:17:00,UAE181,UAE181,Boeing 787,Pilot Acknowledgment,"Holding at PASOV, UAE181.",35000,403,287,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:17:30,ETD149,ETD149,Airbus A380,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ETD149.",15000,150,92,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:18:00,ABY159,ABY159,Boeing 787,Pilot Report,"Passing FL150, climbing to FL380.",15000,146,218,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:18:30,UAE129,UAE129,Boeing 737 MAX,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,10000,218,17,"24.4560° N, 54.6374° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:19:00,FDB175,FDB175,Airbus A320,Pilot Acknowledgment,"Holding at PASOV, FDB175.",41000,171,149,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:19:30,ABY157,ABY157,Boeing 787,Pilot Report,"Cleared turbulence, resuming normal speed.",38000,77,191,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:20:00,UAE161,UAE161,Airbus A320,NOTAM Alert,GPS interference reported near waypoint ORSAR.,15000,379,248,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:20:30,ABY199,ABY199,Boeing 737 MAX,Pilot Acknowledgment,"Proceeding direct to DESDI, ABY199.",35000,19,315,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:21:00,FDB173,FDB173,Boeing 777,Pilot Acknowledgment,"Proceeding direct to DESDI, FDB173.",38000,350,222,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:21:30,ABY159,ABY159,Airbus A320,Pilot Report,"Runway vacated, taxiing to gate.",38000,226,254,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:22:00,ETD129,ETD129,Boeing 777,ATC Instruction,"Turn left heading 154, vectors for traffic.",20000,384,154,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:22:30,UAE146,UAE146,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,35000,67,335,"25.2532° N, 55.3657° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:23:00,ABY114,ABY114,Boeing 787,ATC Instruction,Maintain present speed.,25000,0,84,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:23:30,ETD151,ETD151,Boeing 787,NOTAM Alert,Temporary flight restriction active over area OM999.,41000,248,66,"24.4560° N, 54.6374° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:24:00,ETD126,ETD126,Airbus A320,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ETD126.",10000,9,269,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:24:30,FDB176,FDB176,Airbus A320,Pilot Report,"Runway vacated, taxiing to gate.",41000,336,114,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:25:00,ETD154,ETD154,Airbus A380,ATC Instruction,Contact departure on 125.5.,0,413,270,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:25:30,ETD142,ETD142,Boeing 777,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,25000,469,84,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:26:00,UAE190,UAE190,Boeing 777,Pilot Acknowledgment,"Left heading 251, UAE190.",10000,448,251,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:26:30,ETD101,ETD101,Boeing 737 MAX,ATC Instruction,"Descend and maintain 38000 feet, expect ILS approach runway 09L.",38000,263,194,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:27:00,ABY136,ABY136,Boeing 777,Pilot Report,Engine 2 showing abnormal vibrations.,41000,161,94,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:27:30,ABY142,ABY142,Boeing 787,ATC Instruction,Contact departure on 125.5.,5000,490,323,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:28:00,ABY135,ABY135,Airbus A380,Pilot Report,Engine 2 showing abnormal vibrations.,35000,205,22,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:28:30,UAE186,UAE186,Airbus A380,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,25000,365,340,"24.9180° N, 55.0728° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:29:00,UAE136,UAE136,Boeing 737 MAX,NOTAM Alert,Navigation aid VOR DUB out of service.,41000,106,83,"26.0765° N, 56.2406° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:29:30,UAE152,UAE152,Boeing 737 MAX,Pilot Report,"Passing FL50, climbing to FL380.",5000,113,206,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:30:00,FDB154,FDB154,Boeing 737 MAX,Weather Update,Moderate turbulence reported at FL100.,10000,147,299,"25.2532° N, 55.3657° E",Moderate turbulence reported at FL100.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:30:30,ETD198,ETD198,Airbus A320,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,38000,345,163,"24.4560° N, 54.6374° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:31:00,FDB186,FDB186,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,5000,57,48,"25.3286° N, 55.5171° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:31:30,UAE111,UAE111,Boeing 777,ATC Instruction,"Descend and maintain 20000 feet, expect ILS approach runway 09L.",20000,342,353,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:32:00,UAE115,UAE115,Boeing 737 MAX,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,38000,474,235,"25.2532° N, 55.3657° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
07:32:30,ETD133,ETD133,Boeing 737 MAX,Weather Update,Moderate turbulence reported at FL30.,3000,111,169,"26.0765° N, 56.2406° E",Moderate turbulence reported at FL30.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
07:33:00,UAE143,UAE143,Airbus A380,ATC Instruction,Contact departure on 125.5.,20000,67,335,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:33:30,UAE121,UAE121,Boeing 777,Pilot Report,"Holding short of runway 12L, ready for departure.",0,151,199,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:34:00,UAE163,UAE163,Airbus A320,ATC Instruction,Cleared for takeoff runway 30R.,20000,177,84,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
07:34:30,ABY138,ABY138,Boeing 737 MAX,Pilot Report,"Passing FL100, climbing to FL380.",10000,107,53,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:35:00,ABY132,ABY132,Airbus A380,Pilot Report,Requesting vectors for weather avoidance.,30000,95,241,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
07:35:30,UAE148,UAE148,Boeing 787,Pilot Acknowledgment,"Climb and maintain 30000 feet, UAE148.",30000,317,15,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
07:36:00,UAE190,UAE190,Airbus A320,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,38000,109,216,"24.9180° N, 55.0728° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
