Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
02:23:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,595,Awaiting clearance
02:24:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,632,Awaiting clearance
02:24:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,866,Denied clearance
02:25:00,UAE201,"('25.2532° N', '55.3657° E')",No change,329,Requesting clearance
02:25:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,565,Denied clearance
02:26:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,844,Denied clearance
02:26:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,774,Requesting clearance
02:27:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,929,Cleared
02:27:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,256,Awaiting clearance
02:28:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,789,Requesting clearance
02:28:30,UAE201,"('28.7041° N', '77.1025° E')",No change,781,Requesting clearance
02:29:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,443,Requesting clearance
02:29:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,204,Requesting clearance
02:30:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,315,Awaiting clearance
02:30:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,709,Denied clearance
02:31:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,739,Cleared
02:31:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,556,Cleared
02:32:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,311,Cleared
02:32:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,753,Cleared
02:33:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,410,Requesting clearance
02:33:30,UAE201,"('26.0765° N', '56.2406° E')",No change,779,Cleared
02:34:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,299,Denied clearance
02:34:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,680,Requesting clearance
02:35:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,660,Awaiting clearance
02:35:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,844,Awaiting clearance
02:36:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,606,Requesting clearance
02:36:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,253,Awaiting clearance
02:37:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,832,Requesting clearance
02:37:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,440,Cleared
02:38:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,371,Awaiting clearance
02:38:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,845,Awaiting clearance
02:39:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,499,Denied clearance
02:39:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,939,Requesting clearance
02:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,881,Awaiting clearance
02:40:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,792,Cleared
02:41:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,205,Cleared
02:41:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,573,Requesting clearance
02:42:00,UAE201,"('28.7041° N', '77.1025° E')",No change,629,Awaiting clearance
02:42:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,873,Requesting clearance
02:43:00,UAE201,"('34.0837° N', '74.7973° E')",No change,766,Cleared
02:43:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,760,Awaiting clearance
02:44:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,676,Denied clearance
02:44:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,484,Denied clearance
02:45:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,982,Cleared
02:45:30,UAE201,"('25.2532° N', '55.3657° E')",No change,692,Awaiting clearance
02:46:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,232,Requesting clearance
02:46:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,688,Awaiting clearance
02:47:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,344,Denied clearance
02:47:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,644,Requesting clearance
02:48:00,UAE201,"('28.7041° N', '77.1025° E')",No change,696,Cleared
02:48:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,801,Awaiting clearance
02:49:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,580,Requesting clearance
02:49:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,371,Denied clearance
02:50:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,360,Requesting clearance
02:50:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,592,Awaiting clearance
02:51:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,610,Requesting clearance
02:51:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,729,Denied clearance
02:52:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,611,Cleared
02:52:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,379,Cleared
02:53:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,656,Cleared
02:53:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,922,Awaiting clearance
02:54:00,UAE201,"('34.0837° N', '74.7973° E')",No change,743,Awaiting clearance
02:54:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,412,Denied clearance
02:55:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,326,Requesting clearance
02:55:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,753,Requesting clearance
02:56:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,509,Requesting clearance
02:56:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,969,Denied clearance
02:57:00,UAE201,"('28.7041° N', '77.1025° E')",No change,423,Cleared
02:57:30,UAE201,"('26.0765° N', '56.2406° E')",No change,266,Cleared
02:58:00,UAE201,"('34.0837° N', '74.7973° E')",No change,356,Cleared
02:58:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,655,Cleared
02:59:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,874,Awaiting clearance
02:59:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,200,Awaiting clearance
03:00:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,342,Cleared
03:00:30,UAE201,"('25.2532° N', '55.3657° E')",No change,541,Awaiting clearance
03:01:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,366,Awaiting clearance
03:01:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,416,Requesting clearance
03:02:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,504,Cleared
03:02:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,515,Denied clearance
03:03:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,690,Denied clearance
03:03:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,225,Denied clearance
03:04:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,358,Denied clearance
03:04:30,UAE201,"('28.7041° N', '77.1025° E')",No change,885,Requesting clearance
03:05:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,871,Requesting clearance
03:05:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,656,Denied clearance
03:06:00,UAE201,"('28.7041° N', '77.1025° E')",No change,846,Requesting clearance
03:06:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,237,Denied clearance
03:07:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,360,Cleared
03:07:30,UAE201,"('28.7041° N', '77.1025° E')",No change,992,Awaiting clearance
03:08:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,645,Requesting clearance
03:08:30,UAE201,"('26.0765° N', '56.2406° E')",No change,329,Requesting clearance
03:09:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,892,Denied clearance
03:09:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,581,Requesting clearance
03:10:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,564,Requesting clearance
03:10:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,766,Cleared
03:11:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,789,Cleared
03:11:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,818,Awaiting clearance
03:12:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,248,Denied clearance
03:12:30,UAE201,"('25.2532° N', '55.3657° E')",No change,350,Awaiting clearance
03:13:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,675,Cleared
03:13:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,685,Requesting clearance
03:14:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,272,Awaiting clearance
03:14:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,784,Denied clearance
03:15:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,679,Awaiting clearance
03:15:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,334,Requesting clearance
03:16:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,737,Cleared
03:16:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,691,Requesting clearance
03:17:00,UAE201,"('28.7041° N', '77.1025° E')",No change,773,Cleared
03:17:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,874,Cleared
03:18:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,705,Requesting clearance
03:18:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,670,Denied clearance
03:19:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,384,Cleared
03:19:30,UAE201,"('25.2532° N', '55.3657° E')",No change,576,Awaiting clearance
03:20:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,880,Requesting clearance
03:20:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,848,Awaiting clearance
03:21:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,867,Cleared
03:21:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,709,Denied clearance
03:22:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,444,Requesting clearance
03:22:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,373,Denied clearance
03:23:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,739,Requesting clearance
03:23:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,875,Awaiting clearance
03:24:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,595,Denied clearance
03:24:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,628,Cleared
03:25:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,661,Awaiting clearance
03:25:30,UAE201,"('34.0837° N', '74.7973° E')",No change,710,Awaiting clearance
03:26:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,968,Awaiting clearance
03:26:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,950,Denied clearance
03:27:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,260,Awaiting clearance
03:27:30,UAE201,"('28.7041° N', '77.1025° E')",No change,217,Denied clearance
03:28:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,948,Awaiting clearance
03:28:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,587,Denied clearance
03:29:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,957,Denied clearance
03:29:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,726,Awaiting clearance
03:30:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,378,Requesting clearance
03:30:30,UAE201,"('28.7041° N', '77.1025° E')",No change,472,Denied clearance
03:31:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,618,Cleared
03:31:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,318,Cleared
03:32:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,765,Cleared
03:32:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,979,Requesting clearance
03:33:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,297,Requesting clearance
03:33:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,858,Denied clearance
03:34:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,406,Requesting clearance
03:34:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,590,Denied clearance
03:35:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,492,Denied clearance
03:35:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,420,Awaiting clearance
03:36:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,219,Requesting clearance
03:36:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,982,Denied clearance
03:37:00,UAE201,"('28.7041° N', '77.1025° E')",No change,201,Awaiting clearance
03:37:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,365,Awaiting clearance
03:38:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,672,Requesting clearance
03:38:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,284,Cleared
03:39:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,850,Cleared
03:39:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,371,Denied clearance
03:40:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,333,Cleared
03:40:30,UAE201,"('28.7041° N', '77.1025° E')",No change,235,Awaiting clearance
03:41:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,336,Cleared
03:41:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,634,Denied clearance
03:42:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,541,Awaiting clearance
03:42:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,990,Requesting clearance
03:43:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,821,Cleared
03:43:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,915,Denied clearance
03:44:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,737,Requesting clearance
03:44:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,324,Awaiting clearance
03:45:00,UAE201,"('26.0765° N', '56.2406° E')",No change,644,Awaiting clearance
03:45:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,893,Cleared
03:46:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,426,Awaiting clearance
03:46:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,216,Denied clearance
03:47:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,988,Awaiting clearance
