Time,Call Sign,Runway,Status,Taxiway Congestion,Expected Delays (minutes),Gate Assignment
03:05:30,UAE201,27L,Closed,Moderate,44,Gate assigned at terminal 3
03:06:00,UAE201,13R,Open,High,32,Gate assigned at terminal 3
03:06:30,UAE201,18R,Open,High,37,Gate assigned at terminal 3
03:07:00,UAE201,27R,Open,High,32,Gate assigned at terminal 3
03:07:30,UAE201,27L,Under Maintenance,Moderate,17,Gate assigned at terminal 3
03:08:00,UAE201,13R,Under Maintenance,Low,5,Gate assigned at terminal 3
03:08:30,UAE201,13L,Open,High,25,Gate assigned at terminal 3
03:09:00,UAE201,27L,Closed,High,60,Gate assigned at terminal 3
03:09:30,UAE201,13R,Open,Moderate,37,Gate assigned at terminal 3
03:10:00,UAE201,13L,Open,Low,4,Gate assigned at terminal 3
03:10:30,UAE201,18L,Under Maintenance,High,28,Gate assigned at terminal 3
03:11:00,UAE201,18R,Open,Low,1,Gate assigned at terminal 3
03:11:30,UAE201,09L,Under Maintenance,Moderate,34,Gate assigned at terminal 3
03:12:00,UAE201,27R,Under Maintenance,Low,36,Gate assigned at terminal 3
03:12:30,UAE201,18L,Closed,Moderate,52,Gate assigned at terminal 3
03:13:00,UAE201,13L,Open,Moderate,3,Gate assigned at terminal 3
03:13:30,UAE201,13R,Closed,Low,25,Gate assigned at terminal 3
03:14:00,UAE201,09L,Closed,Low,42,Gate assigned at terminal 3
03:14:30,UAE201,09R,Under Maintenance,High,46,Gate assigned at terminal 3
03:15:00,UAE201,18L,Open,High,50,Gate assigned at terminal 3
03:15:30,UAE201,13R,Under Maintenance,Low,10,Gate assigned at terminal 3
03:16:00,UAE201,18R,Open,High,29,Gate assigned at terminal 3
03:16:30,UAE201,27L,Open,High,41,Gate assigned at terminal 3
03:17:00,UAE201,09L,Under Maintenance,High,13,Gate assigned at terminal 3
03:17:30,UAE201,09L,Closed,High,42,Gate assigned at terminal 3
03:18:00,UAE201,09L,Closed,High,51,Gate assigned at terminal 3
03:18:30,UAE201,09L,Open,High,24,Gate assigned at terminal 3
03:19:00,UAE201,09L,Closed,High,8,Gate assigned at terminal 3
03:19:30,UAE201,09R,Closed,High,34,Gate assigned at terminal 3
03:20:00,UAE201,27L,Under Maintenance,Low,50,Gate assigned at terminal 3
03:20:30,UAE201,13R,Under Maintenance,Moderate,17,Gate assigned at terminal 3
03:21:00,UAE201,13R,Closed,Moderate,36,Gate assigned at terminal 3
03:21:30,UAE201,18R,Closed,Moderate,52,Gate assigned at terminal 3
03:22:00,UAE201,18R,Under Maintenance,Moderate,37,Gate assigned at terminal 3
03:22:30,UAE201,09R,Closed,Low,27,Gate assigned at terminal 3
03:23:00,UAE201,09R,Open,Low,51,Gate assigned at terminal 3
03:23:30,UAE201,09L,Open,Low,6,Gate assigned at terminal 3
03:24:00,UAE201,13L,Open,Low,37,Gate assigned at terminal 3
03:24:30,UAE201,13L,Under Maintenance,Moderate,49,Gate assigned at terminal 3
03:25:00,UAE201,13L,Closed,Moderate,60,Gate assigned at terminal 3
03:25:30,UAE201,13R,Open,Moderate,32,Gate assigned at terminal 3
03:26:00,UAE201,27L,Closed,Low,35,Gate assigned at terminal 3
03:26:30,UAE201,09L,Under Maintenance,High,15,Gate assigned at terminal 3
03:27:00,UAE201,18R,Open,Moderate,53,Gate assigned at terminal 3
03:27:30,UAE201,09L,Under Maintenance,High,35,Gate assigned at terminal 3
03:28:00,UAE201,13L,Open,Low,33,Gate assigned at terminal 3
03:28:30,UAE201,13L,Closed,Moderate,24,Gate assigned at terminal 3
03:29:00,UAE201,18L,Closed,High,58,Gate assigned at terminal 3
03:29:30,UAE201,09L,Closed,High,10,Gate assigned at terminal 3
03:30:00,UAE201,13L,Under Maintenance,Moderate,40,Gate assigned at terminal 3
03:30:30,UAE201,09L,Under Maintenance,High,33,Gate assigned at terminal 3
03:31:00,UAE201,27L,Under Maintenance,High,36,Gate assigned at terminal 3
03:31:30,UAE201,13L,Closed,High,52,Gate assigned at terminal 3
03:32:00,UAE201,13L,Under Maintenance,Moderate,33,Gate assigned at terminal 3
03:32:30,UAE201,18L,Under Maintenance,High,10,Gate assigned at terminal 3
03:33:00,UAE201,18L,Under Maintenance,Low,22,Gate assigned at terminal 3
03:33:30,UAE201,09L,Open,Moderate,45,Gate assigned at terminal 3
03:34:00,UAE201,13L,Under Maintenance,Moderate,26,Gate assigned at terminal 3
03:34:30,UAE201,09R,Closed,High,59,Gate assigned at terminal 3
03:35:00,UAE201,18L,Open,Moderate,20,Gate assigned at terminal 3
03:35:30,UAE201,27L,Under Maintenance,High,52,Gate assigned at terminal 3
03:36:00,UAE201,13L,Open,Low,26,Gate assigned at terminal 3
03:36:30,UAE201,27R,Open,Low,16,Gate assigned at terminal 3
03:37:00,UAE201,09L,Under Maintenance,High,56,Gate assigned at terminal 3
03:37:30,UAE201,09R,Closed,High,41,Gate assigned at terminal 3
03:38:00,UAE201,09L,Closed,Moderate,1,Gate assigned at terminal 3
03:38:30,UAE201,09R,Under Maintenance,Moderate,15,Gate assigned at terminal 3
03:39:00,UAE201,18R,Closed,Low,45,Gate assigned at terminal 3
03:39:30,UAE201,13L,Under Maintenance,High,43,Gate assigned at terminal 3
03:40:00,UAE201,13R,Closed,High,45,Gate assigned at terminal 3
03:40:30,UAE201,27L,Under Maintenance,Moderate,37,Gate assigned at terminal 3
03:41:00,UAE201,18R,Under Maintenance,High,23,Gate assigned at terminal 3
03:41:30,UAE201,18L,Under Maintenance,High,35,Gate assigned at terminal 3
03:42:00,UAE201,27R,Open,Moderate,13,Gate assigned at terminal 3
03:42:30,UAE201,18L,Closed,Moderate,34,Gate assigned at terminal 3
03:43:00,UAE201,13R,Closed,Moderate,35,Gate assigned at terminal 3
03:43:30,UAE201,09L,Open,Moderate,58,Gate assigned at terminal 3
03:44:00,UAE201,13R,Under Maintenance,Low,30,Gate assigned at terminal 3
03:44:30,UAE201,09R,Under Maintenance,Low,14,Gate assigned at terminal 3
03:45:00,UAE201,27R,Under Maintenance,Moderate,31,Gate assigned at terminal 3
03:45:30,UAE201,13L,Closed,High,20,Gate assigned at terminal 3
03:46:00,UAE201,27R,Closed,Low,47,Gate assigned at terminal 3
03:46:30,UAE201,13R,Closed,Low,32,Gate assigned at terminal 3
03:47:00,UAE201,09R,Open,Low,43,Gate assigned at terminal 3
03:47:30,UAE201,09L,Closed,High,17,Gate assigned at terminal 3
03:48:00,UAE201,13L,Open,Low,25,Gate assigned at terminal 3
03:48:30,UAE201,13L,Closed,High,40,Gate assigned at terminal 3
03:49:00,UAE201,27R,Under Maintenance,Moderate,27,Gate assigned at terminal 3
03:49:30,UAE201,09L,Open,High,56,Gate assigned at terminal 3
03:50:00,UAE201,13L,Under Maintenance,High,28,Gate assigned at terminal 3
03:50:30,UAE201,13R,Under Maintenance,Low,16,Gate assigned at terminal 3
03:51:00,UAE201,27L,Under Maintenance,Low,48,Gate assigned at terminal 3
03:51:30,UAE201,13R,Under Maintenance,Moderate,58,Gate assigned at terminal 3
03:52:00,UAE201,13L,Open,Low,45,Gate assigned at terminal 3
03:52:30,UAE201,13L,Under Maintenance,Low,7,Gate assigned at terminal 3
03:53:00,UAE201,27L,Open,Moderate,24,Gate assigned at terminal 3
03:53:30,UAE201,09R,Closed,Moderate,27,Gate assigned at terminal 3
03:54:00,UAE201,13R,Open,High,27,Gate assigned at terminal 3
03:54:30,UAE201,09R,Open,Moderate,34,Gate assigned at terminal 3
03:55:00,UAE201,13L,Under Maintenance,Low,10,Gate assigned at terminal 3
03:55:30,UAE201,13R,Open,High,4,Gate assigned at terminal 3
03:56:00,UAE201,09L,Closed,High,16,Gate assigned at terminal 3
03:56:30,UAE201,18L,Under Maintenance,Moderate,3,Gate assigned at terminal 3
03:57:00,UAE201,13R,Under Maintenance,High,21,Gate assigned at terminal 3
03:57:30,UAE201,13R,Under Maintenance,Moderate,27,Gate assigned at terminal 3
03:58:00,UAE201,13R,Open,Moderate,41,Gate assigned at terminal 3
03:58:30,UAE201,27R,Closed,High,7,Gate assigned at terminal 3
03:59:00,UAE201,27L,Under Maintenance,Low,21,Gate assigned at terminal 3
03:59:30,UAE201,13R,Under Maintenance,Moderate,18,Gate assigned at terminal 3
04:00:00,UAE201,09L,Open,Moderate,40,Gate assigned at terminal 3
04:00:30,UAE201,09R,Open,Low,49,Gate assigned at terminal 3
04:01:00,UAE201,27L,Open,Low,4,Gate assigned at terminal 3
04:01:30,UAE201,13R,Open,Low,53,Gate assigned at terminal 3
04:02:00,UAE201,09R,Open,High,20,Gate assigned at terminal 3
04:02:30,UAE201,13R,Open,Low,16,Gate assigned at terminal 3
04:03:00,UAE201,27L,Under Maintenance,Low,51,Gate assigned at terminal 3
04:03:30,UAE201,27R,Open,Moderate,44,Gate assigned at terminal 3
04:04:00,UAE201,09R,Under Maintenance,High,24,Gate assigned at terminal 3
04:04:30,UAE201,09R,Closed,Moderate,22,Gate assigned at terminal 3
04:05:00,UAE201,18R,Closed,Low,46,Gate assigned at terminal 3
04:05:30,UAE201,18L,Open,High,1,Gate assigned at terminal 3
04:06:00,UAE201,13L,Under Maintenance,Moderate,58,Gate assigned at terminal 3
04:06:30,UAE201,09L,Closed,Low,49,Gate assigned at terminal 3
04:07:00,UAE201,18L,Under Maintenance,High,28,Gate assigned at terminal 3
04:07:30,UAE201,18R,Closed,Moderate,45,Gate assigned at terminal 3
04:08:00,UAE201,09L,Closed,Moderate,7,Gate assigned at terminal 3
04:08:30,UAE201,27R,Under Maintenance,High,24,Gate assigned at terminal 3
04:09:00,UAE201,27R,Under Maintenance,High,37,Gate assigned at terminal 3
04:09:30,UAE201,09R,Open,Low,55,Gate assigned at terminal 3
04:10:00,UAE201,27L,Open,Moderate,33,Gate assigned at terminal 3
04:10:30,UAE201,09L,Open,Moderate,12,Gate assigned at terminal 3
04:11:00,UAE201,27R,Open,Low,35,Gate assigned at terminal 3
04:11:30,UAE201,13R,Under Maintenance,Low,19,Gate assigned at terminal 3
04:12:00,UAE201,27L,Under Maintenance,High,30,Gate assigned at terminal 3
04:12:30,UAE201,18R,Open,Low,22,Gate assigned at terminal 3
04:13:00,UAE201,13L,Open,Moderate,53,Gate assigned at terminal 3
04:13:30,UAE201,09L,Open,Low,47,Gate assigned at terminal 3
04:14:00,UAE201,27L,Closed,Moderate,4,Gate assigned at terminal 3
04:14:30,UAE201,18R,Closed,High,12,Gate assigned at terminal 3
04:15:00,UAE201,18L,Closed,Low,23,Gate assigned at terminal 3
04:15:30,UAE201,09L,Closed,Low,39,Gate assigned at terminal 3
04:16:00,UAE201,27R,Closed,Moderate,42,Gate assigned at terminal 3
04:16:30,UAE201,27R,Closed,High,21,Gate assigned at terminal 3
04:17:00,UAE201,13L,Under Maintenance,Moderate,22,Gate assigned at terminal 3
04:17:30,UAE201,09R,Open,Low,37,Gate assigned at terminal 3
04:18:00,UAE201,27L,Under Maintenance,High,7,Gate assigned at terminal 3
04:18:30,UAE201,09R,Open,High,20,Gate assigned at terminal 3
04:19:00,UAE201,09R,Closed,High,32,Gate assigned at terminal 3
04:19:30,UAE201,09L,Under Maintenance,Moderate,9,Gate assigned at terminal 3
04:20:00,UAE201,18L,Under Maintenance,High,59,Gate assigned at terminal 3
04:20:30,UAE201,27L,Closed,High,29,Gate assigned at terminal 3
04:21:00,UAE201,27R,Under Maintenance,High,14,Gate assigned at terminal 3
04:21:30,UAE201,27R,Under Maintenance,Moderate,36,Gate assigned at terminal 3
04:22:00,UAE201,18L,Open,Low,30,Gate assigned at terminal 3
04:22:30,UAE201,13R,Closed,Moderate,12,Gate assigned at terminal 3
04:23:00,UAE201,13L,Under Maintenance,Moderate,36,Gate assigned at terminal 3
04:23:30,UAE201,13L,Under Maintenance,Low,6,Gate assigned at terminal 3
04:24:00,UAE201,13L,Closed,High,7,Gate assigned at terminal 3
04:24:30,UAE201,27R,Open,High,45,Gate assigned at terminal 3
04:25:00,UAE201,09L,Under Maintenance,Low,56,Gate assigned at terminal 3
04:25:30,UAE201,09R,Closed,Low,19,Gate assigned at terminal 3
04:26:00,UAE201,27L,Open,Moderate,51,Gate assigned at terminal 3
04:26:30,UAE201,18R,Open,Low,37,Gate assigned at terminal 3
04:27:00,UAE201,27R,Under Maintenance,Moderate,1,Gate assigned at terminal 3
04:27:30,UAE201,27R,Closed,Low,18,Gate assigned at terminal 3
04:28:00,UAE201,27R,Closed,Moderate,18,Gate assigned at terminal 3
04:28:30,UAE201,09L,Closed,High,37,Gate assigned at terminal 3
04:29:00,UAE201,27L,Closed,Low,51,Gate assigned at terminal 3
04:29:30,UAE201,18L,Open,High,27,Gate assigned at terminal 3
04:30:00,UAE201,27R,Open,Moderate,44,Gate assigned at terminal 3
04:30:30,UAE201,13L,Open,Moderate,34,Gate assigned at terminal 3
04:31:00,UAE201,18L,Under Maintenance,High,58,Gate assigned at terminal 3
04:31:30,UAE201,27R,Closed,Moderate,20,Gate assigned at terminal 3
04:32:00,UAE201,09R,Under Maintenance,High,57,Gate assigned at terminal 3
04:32:30,UAE201,09L,Under Maintenance,Low,3,Gate assigned at terminal 3
04:33:00,UAE201,18R,Closed,Moderate,51,Gate assigned at terminal 3
04:33:30,UAE201,27L,Under Maintenance,Moderate,25,Gate assigned at terminal 3
04:34:00,UAE201,18R,Open,Moderate,47,Gate assigned at terminal 3
04:34:30,UAE201,13R,Closed,High,41,Gate assigned at terminal 3
04:35:00,UAE201,27R,Closed,High,31,Gate assigned at terminal 3
04:35:30,UAE201,09R,Closed,Low,15,Gate assigned at terminal 3
04:36:00,UAE201,27L,Under Maintenance,Moderate,18,Gate assigned at terminal 3
04:36:30,UAE201,13R,Open,Low,4,Gate assigned at terminal 3
04:37:00,UAE201,18R,Closed,High,0,Gate assigned at terminal 3
04:37:30,UAE201,09L,Closed,Moderate,1,Gate assigned at terminal 3
04:38:00,UAE201,13L,Closed,Low,27,Gate assigned at terminal 3
04:38:30,UAE201,13L,Under Maintenance,Low,26,Gate assigned at terminal 3
04:39:00,UAE201,13L,Closed,High,52,Gate assigned at terminal 3
04:39:30,UAE201,27R,Under Maintenance,Low,47,Gate assigned at terminal 3
04:40:00,UAE201,18L,Under Maintenance,Moderate,18,Gate assigned at terminal 3
04:40:30,UAE201,18R,Closed,Moderate,16,Gate assigned at terminal 3
04:41:00,UAE201,13L,Open,Low,30,Gate assigned at terminal 3
04:41:30,UAE201,18L,Under Maintenance,Moderate,13,Gate assigned at terminal 3
04:42:00,UAE201,18R,Open,Low,15,Gate assigned at terminal 3
04:42:30,UAE201,09R,Open,Moderate,27,Gate assigned at terminal 3
04:43:00,UAE201,09L,Open,High,42,Gate assigned at terminal 3
04:43:30,UAE201,13R,Open,Moderate,44,Gate assigned at terminal 3
04:44:00,UAE201,09R,Under Maintenance,High,29,Gate assigned at terminal 3
04:44:30,UAE201,18R,Open,High,19,Gate assigned at terminal 3
04:45:00,UAE201,27R,Closed,Moderate,9,Gate assigned at terminal 3
04:45:30,UAE201,27R,Open,Low,58,Gate assigned at terminal 3
04:46:00,UAE201,18L,Open,Low,19,Gate assigned at terminal 3
04:46:30,UAE201,18L,Closed,High,17,Gate assigned at terminal 3
04:47:00,UAE201,09R,Closed,Low,13,Gate assigned at terminal 3
04:47:30,UAE201,09R,Under Maintenance,Low,27,Gate assigned at terminal 3
04:48:00,UAE201,13R,Open,High,26,Gate assigned at terminal 3
04:48:30,UAE201,13R,Closed,Low,30,Gate assigned at terminal 3
04:49:00,UAE201,27R,Open,Low,3,Gate assigned at terminal 3
04:49:30,UAE201,27R,Under Maintenance,Low,59,Gate assigned at terminal 3
04:50:00,UAE201,27R,Under Maintenance,High,56,Gate assigned at terminal 3
04:50:30,UAE201,18R,Closed,Moderate,6,Gate assigned at terminal 3
04:51:00,UAE201,09L,Closed,High,7,Gate assigned at terminal 3
04:51:30,UAE201,09R,Open,Low,30,Gate assigned at terminal 3
04:52:00,UAE201,18R,Closed,Low,37,Gate assigned at terminal 3
04:52:30,UAE201,18L,Closed,Low,33,Gate assigned at terminal 3
04:53:00,UAE201,27L,Closed,Low,54,Gate assigned at terminal 3
04:53:30,UAE201,13L,Under Maintenance,Moderate,53,Gate assigned at terminal 3
04:54:00,UAE201,13R,Closed,High,50,Gate assigned at terminal 3
04:54:30,UAE201,18R,Under Maintenance,Moderate,17,Gate assigned at terminal 3
04:55:00,UAE201,13L,Under Maintenance,High,0,Gate assigned at terminal 3
04:55:30,UAE201,13L,Closed,Moderate,9,Gate assigned at terminal 3
04:56:00,UAE201,18R,Closed,High,21,Gate assigned at terminal 3
04:56:30,UAE201,18R,Under Maintenance,High,19,Gate assigned at terminal 3
04:57:00,UAE201,13L,Closed,High,5,Gate assigned at terminal 3
04:57:30,UAE201,09R,Open,Moderate,33,Gate assigned at terminal 3
04:58:00,UAE201,13L,Open,High,50,Gate assigned at terminal 3
04:58:30,UAE201,13L,Under Maintenance,Low,30,Gate assigned at terminal 3
04:59:00,UAE201,13L,Under Maintenance,Low,50,Gate assigned at terminal 3
04:59:30,UAE201,13R,Under Maintenance,High,11,Gate assigned at terminal 3
05:00:00,UAE201,09L,Under Maintenance,Moderate,43,Gate assigned at terminal 3
05:00:30,UAE201,27L,Closed,Low,45,Gate assigned at terminal 3
05:01:00,UAE201,27L,Under Maintenance,High,38,Gate assigned at terminal 3
05:01:30,UAE201,09L,Closed,High,3,Gate assigned at terminal 3
05:02:00,UAE201,18L,Open,High,32,Gate assigned at terminal 3
05:02:30,UAE201,18R,Under Maintenance,Low,58,Gate assigned at terminal 3
05:03:00,UAE201,18R,Closed,High,55,Gate assigned at terminal 3
05:03:30,UAE201,09L,Closed,High,13,Gate assigned at terminal 3
05:04:00,UAE201,27R,Under Maintenance,High,29,Gate assigned at terminal 3
05:04:30,UAE201,09L,Open,High,7,Gate assigned at terminal 3
05:05:00,UAE201,18R,Under Maintenance,High,36,Gate assigned at terminal 3
05:05:30,UAE201,18L,Open,Low,36,Gate assigned at terminal 3
05:06:00,UAE201,09R,Closed,Low,29,Gate assigned at terminal 3
05:06:30,UAE201,27R,Closed,Low,33,Gate assigned at terminal 3
05:07:00,UAE201,09R,Open,High,12,Gate assigned at terminal 3
05:07:30,UAE201,27L,Closed,Moderate,16,Gate assigned at terminal 3
05:08:00,UAE201,27R,Under Maintenance,Low,37,Gate assigned at terminal 3
05:08:30,UAE201,27R,Under Maintenance,Low,44,Gate assigned at terminal 3
05:09:00,UAE201,18R,Open,Moderate,17,Gate assigned at terminal 3
05:09:30,UAE201,27R,Closed,High,24,Gate assigned at terminal 3
05:10:00,UAE201,27L,Under Maintenance,Moderate,19,Gate assigned at terminal 3
05:10:30,UAE201,27R,Closed,Moderate,10,Gate assigned at terminal 3
05:11:00,UAE201,13R,Closed,Low,18,Gate assigned at terminal 3
05:11:30,UAE201,27L,Open,Low,12,Gate assigned at terminal 3
05:12:00,UAE201,09L,Under Maintenance,High,3,Gate assigned at terminal 3
05:12:30,UAE201,13L,Closed,High,5,Gate assigned at terminal 3
05:13:00,UAE201,09R,Closed,Low,3,Gate assigned at terminal 3
05:13:30,UAE201,18R,Closed,Moderate,18,Gate assigned at terminal 3
05:14:00,UAE201,09R,Closed,High,29,Gate assigned at terminal 3
05:14:30,UAE201,13L,Open,Low,11,Gate assigned at terminal 3
05:15:00,UAE201,27L,Closed,Low,51,Gate assigned at terminal 3
05:15:30,UAE201,13L,Open,Low,32,Gate assigned at terminal 3
05:16:00,UAE201,09R,Closed,Low,39,Gate assigned at terminal 3
05:16:30,UAE201,09L,Under Maintenance,High,33,Gate assigned at terminal 3
05:17:00,UAE201,09R,Closed,High,45,Gate assigned at terminal 3
05:17:30,UAE201,13R,Open,High,45,Gate assigned at terminal 3
05:18:00,UAE201,09R,Under Maintenance,High,8,Gate assigned at terminal 3
05:18:30,UAE201,18R,Under Maintenance,Moderate,13,Gate assigned at terminal 3
05:19:00,UAE201,18L,Under Maintenance,Low,12,Gate assigned at terminal 3
05:19:30,UAE201,18L,Under Maintenance,High,8,Gate assigned at terminal 3
05:20:00,UAE201,09L,Closed,High,29,Gate assigned at terminal 3
05:20:30,UAE201,13R,Closed,High,3,Gate assigned at terminal 3
05:21:00,UAE201,27L,Under Maintenance,Low,24,Gate assigned at terminal 3
05:21:30,UAE201,09R,Closed,High,53,Gate assigned at terminal 3
05:22:00,UAE201,27L,Open,Moderate,53,Gate assigned at terminal 3
05:22:30,UAE201,18L,Open,High,37,Gate assigned at terminal 3
05:23:00,UAE201,18L,Under Maintenance,Low,55,Gate assigned at terminal 3
05:23:30,UAE201,18R,Open,High,13,Gate assigned at terminal 3
05:24:00,UAE201,27L,Closed,Moderate,20,Gate assigned at terminal 3
05:24:30,UAE201,27L,Closed,High,25,Gate assigned at terminal 3
05:25:00,UAE201,09L,Under Maintenance,Low,33,Gate assigned at terminal 3
05:25:30,UAE201,27R,Under Maintenance,Low,59,Gate assigned at terminal 3
05:26:00,UAE201,09R,Open,High,50,Gate assigned at terminal 3
05:26:30,UAE201,27R,Open,High,43,Gate assigned at terminal 3
05:27:00,UAE201,27L,Under Maintenance,Moderate,51,Gate assigned at terminal 3
05:27:30,UAE201,09R,Closed,Moderate,14,Gate assigned at terminal 3
05:28:00,UAE201,27L,Open,Low,43,Gate assigned at terminal 3
05:28:30,UAE201,09L,Open,High,57,Gate assigned at terminal 3
05:29:00,UAE201,13L,Closed,Moderate,17,Gate assigned at terminal 3
05:29:30,UAE201,18L,Open,High,45,Gate assigned at terminal 3
05:30:00,UAE201,09R,Closed,High,18,Gate assigned at terminal 3
05:30:30,UAE201,27R,Closed,High,55,Gate assigned at terminal 3
05:31:00,UAE201,27R,Closed,Moderate,53,Gate assigned at terminal 3
05:31:30,UAE201,18R,Open,Moderate,36,Gate assigned at terminal 3
05:32:00,UAE201,18L,Closed,High,0,Gate assigned at terminal 3
05:32:30,UAE201,13R,Closed,Moderate,28,Gate assigned at terminal 3
05:33:00,UAE201,18L,Closed,Low,46,Gate assigned at terminal 3
05:33:30,UAE201,09L,Open,Moderate,9,Gate assigned at terminal 3
05:34:00,UAE201,27L,Under Maintenance,Low,21,Gate assigned at terminal 3
05:34:30,UAE201,27L,Closed,Moderate,34,Gate assigned at terminal 3
05:35:00,UAE201,13R,Under Maintenance,Moderate,31,Gate assigned at terminal 3
