Time,Call Sign,Communication Status,Signal Strength,Required Action
17:15:00,UAE201,Normal,No Signal,No action
17:15:30,UAE201,Intermittent,No Signal,Switch to backup frequency
17:16:00,UAE201,Intermittent,No Signal,Switch to backup frequency
17:16:30,UAE201,Intermittent,Strong,No action
17:17:00,UAE201,Failed,No Signal,No action
17:17:30,UAE201,Normal,No Signal,Switch to backup frequency
17:18:00,UAE201,Normal,No Signal,No action
17:18:30,UAE201,Normal,Weak,Request ATC relay
17:19:00,UAE201,Failed,Strong,Request ATC relay
17:19:30,UAE201,Failed,Weak,No action
17:20:00,UAE201,Failed,No Signal,Request ATC relay
17:20:30,UAE201,Normal,Weak,No action
17:21:00,UAE201,Failed,No Signal,Switch to backup frequency
17:21:30,UAE201,Normal,No Signal,Request ATC relay
17:22:00,UAE201,Intermittent,Weak,Request ATC relay
17:22:30,UAE201,Failed,Weak,Request ATC relay
17:23:00,UAE201,Intermittent,Weak,Switch to backup frequency
17:23:30,UAE201,Normal,Weak,Switch to backup frequency
17:24:00,UAE201,Failed,Strong,No action
17:24:30,UAE201,Intermittent,No Signal,Switch to backup frequency
17:25:00,UAE201,Intermittent,No Signal,No action
17:25:30,UAE201,Normal,Strong,Request ATC relay
17:26:00,UAE201,Normal,No Signal,Switch to backup frequency
17:26:30,UAE201,Failed,Weak,Switch to backup frequency
17:27:00,UAE201,Normal,No Signal,Switch to backup frequency
17:27:30,UAE201,Normal,No Signal,Switch to backup frequency
17:28:00,UAE201,Failed,No Signal,Request ATC relay
17:28:30,UAE201,Normal,Strong,Request ATC relay
17:29:00,UAE201,Intermittent,Strong,Switch to backup frequency
17:29:30,UAE201,Failed,Weak,Request ATC relay
17:30:00,UAE201,Failed,Weak,Switch to backup frequency
17:30:30,UAE201,Failed,No Signal,Switch to backup frequency
17:31:00,UAE201,Intermittent,Weak,No action
17:31:30,UAE201,Normal,Strong,No action
17:32:00,UAE201,Failed,Strong,Switch to backup frequency
17:32:30,UAE201,Intermittent,Weak,No action
17:33:00,UAE201,Intermittent,Weak,Switch to backup frequency
17:33:30,UAE201,Intermittent,Weak,Switch to backup frequency
17:34:00,UAE201,Intermittent,Strong,Switch to backup frequency
17:34:30,UAE201,Failed,No Signal,Request ATC relay
17:35:00,UAE201,Intermittent,Strong,Request ATC relay
17:35:30,UAE201,Normal,No Signal,Request ATC relay
17:36:00,UAE201,Failed,Strong,No action
17:36:30,UAE201,Failed,No Signal,No action
17:37:00,UAE201,Intermittent,Strong,Switch to backup frequency
17:37:30,UAE201,Failed,Strong,No action
17:38:00,UAE201,Normal,Weak,Switch to backup frequency
17:38:30,UAE201,Normal,Weak,Switch to backup frequency
17:39:00,UAE201,Failed,Weak,No action
17:39:30,UAE201,Failed,Strong,No action
17:40:00,UAE201,Intermittent,Weak,Request ATC relay
17:40:30,UAE201,Intermittent,No Signal,Request ATC relay
17:41:00,UAE201,Normal,Weak,Switch to backup frequency
17:41:30,UAE201,Failed,Weak,No action
17:42:00,UAE201,Normal,No Signal,Request ATC relay
17:42:30,UAE201,Intermittent,No Signal,No action
17:43:00,UAE201,Intermittent,Strong,Switch to backup frequency
17:43:30,UAE201,Failed,Strong,No action
17:44:00,UAE201,Intermittent,Strong,No action
17:44:30,UAE201,Normal,Weak,Switch to backup frequency
17:45:00,UAE201,Failed,Strong,No action
17:45:30,UAE201,Intermittent,Strong,No action
17:46:00,UAE201,Intermittent,Weak,Request ATC relay
17:46:30,UAE201,Normal,Weak,Request ATC relay
17:47:00,UAE201,Failed,Weak,Request ATC relay
17:47:30,UAE201,Intermittent,Strong,Switch to backup frequency
17:48:00,UAE201,Failed,Weak,Request ATC relay
17:48:30,UAE201,Intermittent,Weak,No action
17:49:00,UAE201,Normal,No Signal,Request ATC relay
17:49:30,UAE201,Normal,Strong,Switch to backup frequency
17:50:00,UAE201,Intermittent,No Signal,Switch to backup frequency
17:50:30,UAE201,Intermittent,Strong,No action
17:51:00,UAE201,Failed,Strong,Request ATC relay
17:51:30,UAE201,Failed,Weak,No action
17:52:00,UAE201,Intermittent,No Signal,No action
17:52:30,UAE201,Intermittent,Strong,No action
17:53:00,UAE201,Normal,Strong,Request ATC relay
17:53:30,UAE201,Failed,Weak,Request ATC relay
17:54:00,UAE201,Failed,Weak,No action
17:54:30,UAE201,Normal,Weak,No action
17:55:00,UAE201,Failed,No Signal,Switch to backup frequency
17:55:30,UAE201,Intermittent,Strong,Request ATC relay
17:56:00,UAE201,Failed,No Signal,No action
17:56:30,UAE201,Intermittent,No Signal,Switch to backup frequency
17:57:00,UAE201,Failed,Weak,Request ATC relay
17:57:30,UAE201,Intermittent,Weak,No action
17:58:00,UAE201,Intermittent,No Signal,Request ATC relay
17:58:30,UAE201,Normal,Weak,Request ATC relay
17:59:00,UAE201,Failed,No Signal,Switch to backup frequency
17:59:30,UAE201,Intermittent,Strong,Request ATC relay
18:00:00,UAE201,Normal,No Signal,Request ATC relay
18:00:30,UAE201,Intermittent,No Signal,Switch to backup frequency
18:01:00,UAE201,Normal,No Signal,Request ATC relay
18:01:30,UAE201,Intermittent,Weak,No action
18:02:00,UAE201,Failed,No Signal,Switch to backup frequency
18:02:30,UAE201,Failed,Weak,No action
18:03:00,UAE201,Failed,Weak,Request ATC relay
18:03:30,UAE201,Normal,Strong,Request ATC relay
18:04:00,UAE201,Normal,Weak,Switch to backup frequency
18:04:30,UAE201,Intermittent,Weak,Request ATC relay
18:05:00,UAE201,Failed,Strong,No action
18:05:30,UAE201,Normal,No Signal,No action
18:06:00,UAE201,Failed,No Signal,Switch to backup frequency
18:06:30,UAE201,Intermittent,No Signal,Switch to backup frequency
18:07:00,UAE201,Normal,No Signal,Switch to backup frequency
18:07:30,UAE201,Failed,Strong,Request ATC relay
18:08:00,UAE201,Intermittent,Strong,Request ATC relay
18:08:30,UAE201,Failed,No Signal,Switch to backup frequency
18:09:00,UAE201,Normal,No Signal,No action
18:09:30,UAE201,Failed,Strong,Switch to backup frequency
18:10:00,UAE201,Failed,Strong,Switch to backup frequency
18:10:30,UAE201,Failed,Weak,Request ATC relay
18:11:00,UAE201,Failed,Strong,Switch to backup frequency
18:11:30,UAE201,Intermittent,Weak,Request ATC relay
18:12:00,UAE201,Normal,Weak,Request ATC relay
18:12:30,UAE201,Normal,Weak,Switch to backup frequency
18:13:00,UAE201,Failed,No Signal,No action
18:13:30,UAE201,Normal,No Signal,Request ATC relay
18:14:00,UAE201,Normal,Strong,Request ATC relay
18:14:30,UAE201,Failed,No Signal,Request ATC relay
18:15:00,UAE201,Failed,Weak,Switch to backup frequency
18:15:30,UAE201,Intermittent,Strong,No action
18:16:00,UAE201,Intermittent,No Signal,Switch to backup frequency
18:16:30,UAE201,Failed,No Signal,Switch to backup frequency
18:17:00,UAE201,Intermittent,Weak,Request ATC relay
18:17:30,UAE201,Failed,Strong,Request ATC relay
18:18:00,UAE201,Intermittent,Strong,Switch to backup frequency
18:18:30,UAE201,Intermittent,No Signal,No action
18:19:00,UAE201,Failed,Weak,No action
18:19:30,UAE201,Failed,Weak,Switch to backup frequency
18:20:00,UAE201,Intermittent,Weak,Request ATC relay
18:20:30,UAE201,Failed,Strong,Switch to backup frequency
18:21:00,UAE201,Failed,Strong,Switch to backup frequency
18:21:30,UAE201,Failed,Strong,No action
18:22:00,UAE201,Intermittent,Strong,Switch to backup frequency
18:22:30,UAE201,Intermittent,Strong,Switch to backup frequency
18:23:00,UAE201,Intermittent,No Signal,Request ATC relay
18:23:30,UAE201,Failed,Strong,Request ATC relay
18:24:00,UAE201,Failed,Strong,Switch to backup frequency
18:24:30,UAE201,Normal,Strong,Request ATC relay
18:25:00,UAE201,Intermittent,Weak,Request ATC relay
18:25:30,UAE201,Failed,Weak,No action
18:26:00,UAE201,Failed,Weak,Switch to backup frequency
18:26:30,UAE201,Failed,Strong,Switch to backup frequency
18:27:00,UAE201,Failed,Weak,Request ATC relay
18:27:30,UAE201,Normal,Weak,No action
18:28:00,UAE201,Normal,Strong,Request ATC relay
18:28:30,UAE201,Failed,Strong,Request ATC relay
18:29:00,UAE201,Intermittent,Weak,Request ATC relay
18:29:30,UAE201,Intermittent,No Signal,No action
18:30:00,UAE201,Intermittent,Weak,No action
18:30:30,UAE201,Normal,Weak,Request ATC relay
18:31:00,UAE201,Normal,Strong,Request ATC relay
18:31:30,UAE201,Normal,Strong,Switch to backup frequency
18:32:00,UAE201,Intermittent,No Signal,Switch to backup frequency
18:32:30,UAE201,Intermittent,Strong,Switch to backup frequency
18:33:00,UAE201,Normal,Strong,No action
18:33:30,UAE201,Normal,No Signal,Request ATC relay
18:34:00,UAE201,Intermittent,No Signal,Switch to backup frequency
18:34:30,UAE201,Normal,No Signal,Switch to backup frequency
18:35:00,UAE201,Normal,Strong,No action
18:35:30,UAE201,Intermittent,Weak,Switch to backup frequency
18:36:00,UAE201,Normal,Strong,Request ATC relay
18:36:30,UAE201,Normal,Strong,Request ATC relay
18:37:00,UAE201,Failed,No Signal,No action
18:37:30,UAE201,Failed,No Signal,Request ATC relay
18:38:00,UAE201,Failed,No Signal,No action
18:38:30,UAE201,Normal,Weak,Switch to backup frequency
18:39:00,UAE201,Normal,No Signal,Request ATC relay
18:39:30,UAE201,Intermittent,No Signal,No action
18:40:00,UAE201,Failed,Weak,Request ATC relay
18:40:30,UAE201,Failed,Strong,No action
18:41:00,UAE201,Failed,Strong,No action
18:41:30,UAE201,Intermittent,No Signal,Request ATC relay
18:42:00,UAE201,Intermittent,Strong,Request ATC relay
18:42:30,UAE201,Failed,Weak,Request ATC relay
18:43:00,UAE201,Intermittent,Strong,No action
18:43:30,UAE201,Normal,No Signal,No action
18:44:00,UAE201,Normal,Weak,Request ATC relay
18:44:30,UAE201,Intermittent,Strong,No action
18:45:00,UAE201,Normal,No Signal,No action
18:45:30,UAE201,Intermittent,Strong,Switch to backup frequency
18:46:00,UAE201,Failed,No Signal,No action
18:46:30,UAE201,Intermittent,No Signal,Switch to backup frequency
18:47:00,UAE201,Failed,Strong,Switch to backup frequency
18:47:30,UAE201,Normal,No Signal,Switch to backup frequency
18:48:00,UAE201,Intermittent,Strong,Switch to backup frequency
18:48:30,UAE201,Normal,Weak,Switch to backup frequency
18:49:00,UAE201,Normal,Weak,Request ATC relay
18:49:30,UAE201,Intermittent,Weak,Request ATC relay
18:50:00,UAE201,Normal,Weak,Request ATC relay
18:50:30,UAE201,Failed,Strong,Switch to backup frequency
18:51:00,UAE201,Intermittent,Strong,Switch to backup frequency
18:51:30,UAE201,Failed,Strong,Switch to backup frequency
18:52:00,UAE201,Normal,Strong,No action
18:52:30,UAE201,Failed,Weak,Switch to backup frequency
18:53:00,UAE201,Intermittent,Strong,Request ATC relay
18:53:30,UAE201,Failed,Strong,Request ATC relay
18:54:00,UAE201,Intermittent,Weak,No action
18:54:30,UAE201,Normal,No Signal,No action
18:55:00,UAE201,Intermittent,No Signal,Switch to backup frequency
18:55:30,UAE201,Failed,No Signal,Switch to backup frequency
18:56:00,UAE201,Intermittent,No Signal,Request ATC relay
18:56:30,UAE201,Normal,Weak,No action
18:57:00,UAE201,Failed,Strong,No action
18:57:30,UAE201,Normal,No Signal,Switch to backup frequency
18:58:00,UAE201,Failed,Strong,No action
18:58:30,UAE201,Failed,Strong,Switch to backup frequency
18:59:00,UAE201,Failed,No Signal,No action
18:59:30,UAE201,Failed,No Signal,No action
19:00:00,UAE201,Normal,Strong,Request ATC relay
19:00:30,UAE201,Failed,No Signal,No action
19:01:00,UAE201,Normal,Strong,Switch to backup frequency
19:01:30,UAE201,Intermittent,No Signal,Switch to backup frequency
19:02:00,UAE201,Normal,Weak,Request ATC relay
19:02:30,UAE201,Failed,Strong,Switch to backup frequency
19:03:00,UAE201,Normal,Strong,No action
19:03:30,UAE201,Intermittent,Strong,No action
19:04:00,UAE201,Failed,Strong,No action
19:04:30,UAE201,Intermittent,No Signal,No action
19:05:00,UAE201,Intermittent,No Signal,Switch to backup frequency
19:05:30,UAE201,Normal,Strong,No action
19:06:00,UAE201,Intermittent,No Signal,Request ATC relay
19:06:30,UAE201,Intermittent,Weak,No action
19:07:00,UAE201,Failed,Strong,Switch to backup frequency
19:07:30,UAE201,Failed,No Signal,Switch to backup frequency
19:08:00,UAE201,Failed,No Signal,Switch to backup frequency
19:08:30,UAE201,Normal,Weak,Request ATC relay
19:09:00,UAE201,Failed,Strong,No action
19:09:30,UAE201,Failed,No Signal,Request ATC relay
19:10:00,UAE201,Intermittent,Weak,Request ATC relay
19:10:30,UAE201,Intermittent,No Signal,No action
19:11:00,UAE201,Failed,Weak,No action
19:11:30,UAE201,Intermittent,Strong,No action
19:12:00,UAE201,Failed,Weak,Switch to backup frequency
19:12:30,UAE201,Failed,Weak,Switch to backup frequency
19:13:00,UAE201,Intermittent,Weak,Request ATC relay
19:13:30,UAE201,Intermittent,Strong,Request ATC relay
19:14:00,UAE201,Failed,Strong,Switch to backup frequency
19:14:30,UAE201,Normal,No Signal,No action
19:15:00,UAE201,Failed,No Signal,No action
19:15:30,UAE201,Intermittent,Weak,Switch to backup frequency
19:16:00,UAE201,Normal,No Signal,Request ATC relay
19:16:30,UAE201,Normal,Weak,Switch to backup frequency
19:17:00,UAE201,Failed,Strong,No action
19:17:30,UAE201,Normal,Strong,No action
19:18:00,UAE201,Normal,Weak,Request ATC relay
19:18:30,UAE201,Failed,No Signal,No action
19:19:00,UAE201,Failed,Weak,Request ATC relay
19:19:30,UAE201,Intermittent,No Signal,Switch to backup frequency
19:20:00,UAE201,Normal,No Signal,No action
19:20:30,UAE201,Normal,Weak,Request ATC relay
19:21:00,UAE201,Normal,No Signal,Switch to backup frequency
19:21:30,UAE201,Normal,No Signal,Request ATC relay
19:22:00,UAE201,Failed,No Signal,No action
19:22:30,UAE201,Intermittent,Weak,Switch to backup frequency
19:23:00,UAE201,Failed,Weak,Switch to backup frequency
19:23:30,UAE201,Normal,Weak,No action
19:24:00,UAE201,Normal,Strong,No action
19:24:30,UAE201,Failed,Strong,Switch to backup frequency
19:25:00,UAE201,Intermittent,No Signal,No action
19:25:30,UAE201,Normal,No Signal,Request ATC relay
19:26:00,UAE201,Intermittent,Strong,Request ATC relay
19:26:30,UAE201,Failed,No Signal,No action
19:27:00,UAE201,Intermittent,No Signal,Request ATC relay
19:27:30,UAE201,Failed,Weak,Request ATC relay
19:28:00,UAE201,Normal,Strong,Switch to backup frequency
19:28:30,UAE201,Normal,Strong,No action
19:29:00,UAE201,Normal,Strong,Switch to backup frequency
19:29:30,UAE201,Normal,Strong,No action
19:30:00,UAE201,Failed,No Signal,Request ATC relay
19:30:30,UAE201,Normal,Weak,No action
19:31:00,UAE201,Failed,Strong,No action
19:31:30,UAE201,Failed,Strong,No action
19:32:00,UAE201,Normal,Weak,Request ATC relay
19:32:30,UAE201,Intermittent,Strong,Switch to backup frequency
19:33:00,UAE201,Intermittent,Weak,Request ATC relay
19:33:30,UAE201,Normal,No Signal,Switch to backup frequency
19:34:00,UAE201,Normal,Strong,Request ATC relay
19:34:30,UAE201,Intermittent,Strong,No action
19:35:00,UAE201,Intermittent,No Signal,Switch to backup frequency
19:35:30,UAE201,Normal,No Signal,Switch to backup frequency
19:36:00,UAE201,Failed,No Signal,No action
19:36:30,UAE201,Intermittent,Weak,No action
19:37:00,UAE201,Failed,Weak,No action
19:37:30,UAE201,Intermittent,Weak,No action
19:38:00,UAE201,Intermittent,Strong,Request ATC relay
19:38:30,UAE201,Normal,Weak,Request ATC relay
19:39:00,UAE201,Normal,Strong,No action
19:39:30,UAE201,Intermittent,Strong,Request ATC relay
19:40:00,UAE201,Normal,No Signal,No action
19:40:30,UAE201,Failed,No Signal,Switch to backup frequency
19:41:00,UAE201,Normal,Strong,Request ATC relay
19:41:30,UAE201,Normal,Weak,Request ATC relay
19:42:00,UAE201,Failed,Weak,Switch to backup frequency
19:42:30,UAE201,Intermittent,No Signal,No action
19:43:00,UAE201,Intermittent,Strong,Switch to backup frequency
19:43:30,UAE201,Failed,Strong,No action
19:44:00,UAE201,Intermittent,No Signal,Switch to backup frequency
19:44:30,UAE201,Failed,Strong,No action
19:45:00,UAE201,Normal,Strong,No action
19:45:30,UAE201,Normal,Strong,Request ATC relay
19:46:00,UAE201,Failed,Weak,Switch to backup frequency
19:46:30,UAE201,Intermittent,Strong,Request ATC relay
19:47:00,UAE201,Intermittent,No Signal,Switch to backup frequency
19:47:30,UAE201,Failed,Strong,Request ATC relay
19:48:00,UAE201,Failed,No Signal,Request ATC relay
19:48:30,UAE201,Intermittent,No Signal,Request ATC relay
19:49:00,UAE201,Normal,No Signal,Switch to backup frequency
19:49:30,UAE201,Intermittent,Strong,No action
19:50:00,UAE201,Failed,Weak,No action
19:50:30,UAE201,Failed,Strong,No action
19:51:00,UAE201,Intermittent,No Signal,No action
19:51:30,UAE201,Normal,No Signal,Switch to backup frequency
19:52:00,UAE201,Normal,Strong,Switch to backup frequency
19:52:30,UAE201,Normal,No Signal,No action
19:53:00,UAE201,Intermittent,Weak,Request ATC relay
19:53:30,UAE201,Failed,Weak,Switch to backup frequency
19:54:00,UAE201,Intermittent,Strong,No action
19:54:30,UAE201,Intermittent,Strong,Switch to backup frequency
19:55:00,UAE201,Failed,Strong,No action
19:55:30,UAE201,Intermittent,Weak,Request ATC relay
19:56:00,UAE201,Failed,Strong,Switch to backup frequency
19:56:30,UAE201,Intermittent,No Signal,Switch to backup frequency
19:57:00,UAE201,Normal,No Signal,Switch to backup frequency
19:57:30,UAE201,Intermittent,No Signal,No action
19:58:00,UAE201,Normal,Weak,Request ATC relay
19:58:30,UAE201,Failed,Strong,Request ATC relay
19:59:00,UAE201,Failed,No Signal,No action
19:59:30,UAE201,Failed,No Signal,No action
20:00:00,UAE201,Intermittent,Strong,No action
20:00:30,UAE201,Failed,No Signal,No action
20:01:00,UAE201,Normal,No Signal,No action
20:01:30,UAE201,Intermittent,No Signal,Switch to backup frequency
20:02:00,UAE201,Intermittent,Weak,No action
20:02:30,UAE201,Failed,No Signal,No action
20:03:00,UAE201,Intermittent,Weak,No action
20:03:30,UAE201,Failed,Strong,Switch to backup frequency
20:04:00,UAE201,Intermittent,No Signal,Switch to backup frequency
20:04:30,UAE201,Failed,Weak,Request ATC relay
20:05:00,UAE201,Failed,No Signal,Request ATC relay
20:05:30,UAE201,Normal,No Signal,No action
20:06:00,UAE201,Normal,Weak,Request ATC relay
20:06:30,UAE201,Failed,Strong,No action
20:07:00,UAE201,Normal,Strong,Switch to backup frequency
20:07:30,UAE201,Intermittent,Strong,No action
20:08:00,UAE201,Failed,No Signal,Switch to backup frequency
20:08:30,UAE201,Failed,No Signal,No action
20:09:00,UAE201,Failed,No Signal,No action
20:09:30,UAE201,Normal,Strong,Request ATC relay
20:10:00,UAE201,Normal,No Signal,Request ATC relay
20:10:30,UAE201,Intermittent,Weak,No action
20:11:00,UAE201,Normal,Strong,Switch to backup frequency
20:11:30,UAE201,Failed,No Signal,Switch to backup frequency
20:12:00,UAE201,Intermittent,No Signal,Request ATC relay
20:12:30,UAE201,Normal,No Signal,No action
20:13:00,UAE201,Normal,Weak,Request ATC relay
20:13:30,UAE201,Intermittent,Strong,Request ATC relay
20:14:00,UAE201,Intermittent,Strong,Request ATC relay
20:14:30,UAE201,Intermittent,Strong,Switch to backup frequency
20:15:00,UAE201,Failed,No Signal,Request ATC relay
20:15:30,UAE201,Intermittent,Strong,No action
20:16:00,UAE201,Normal,Strong,No action
20:16:30,UAE201,Intermittent,Weak,Switch to backup frequency
20:17:00,UAE201,Normal,No Signal,Request ATC relay
20:17:30,UAE201,Intermittent,No Signal,Request ATC relay
20:18:00,UAE201,Normal,No Signal,No action
20:18:30,UAE201,Failed,No Signal,Request ATC relay
20:19:00,UAE201,Intermittent,No Signal,No action
20:19:30,UAE201,Normal,No Signal,No action
20:20:00,UAE201,Normal,Weak,No action
20:20:30,UAE201,Failed,No Signal,Switch to backup frequency
20:21:00,UAE201,Normal,Weak,Switch to backup frequency
20:21:30,UAE201,Intermittent,Strong,Switch to backup frequency
20:22:00,UAE201,Normal,No Signal,Switch to backup frequency
20:22:30,UAE201,Failed,No Signal,No action
20:23:00,UAE201,Failed,Weak,No action
20:23:30,UAE201,Failed,Weak,Request ATC relay
20:24:00,UAE201,Intermittent,Strong,Request ATC relay
20:24:30,UAE201,Normal,Strong,Switch to backup frequency
20:25:00,UAE201,Intermittent,Strong,Request ATC relay
20:25:30,UAE201,Intermittent,Strong,Switch to backup frequency
20:26:00,UAE201,Failed,Weak,No action
20:26:30,UAE201,Intermittent,No Signal,Switch to backup frequency
20:27:00,UAE201,Normal,No Signal,Request ATC relay
20:27:30,UAE201,Normal,Strong,Request ATC relay
20:28:00,UAE201,Normal,Strong,Request ATC relay
20:28:30,UAE201,Intermittent,Weak,Request ATC relay
20:29:00,UAE201,Normal,Strong,Switch to backup frequency
20:29:30,UAE201,Failed,Weak,Switch to backup frequency
20:30:00,UAE201,Normal,Weak,Request ATC relay
20:30:30,UAE201,Failed,Weak,No action
20:31:00,UAE201,Normal,Weak,Switch to backup frequency
20:31:30,UAE201,Intermittent,Strong,Switch to backup frequency
20:32:00,UAE201,Intermittent,Weak,Request ATC relay
20:32:30,UAE201,Intermittent,Strong,No action
20:33:00,UAE201,Normal,Weak,Switch to backup frequency
20:33:30,UAE201,Failed,No Signal,Request ATC relay
20:34:00,UAE201,Intermittent,Weak,No action
20:34:30,UAE201,Normal,No Signal,No action
20:35:00,UAE201,Failed,Strong,Request ATC relay
20:35:30,UAE201,Intermittent,No Signal,No action
20:36:00,UAE201,Normal,No Signal,No action
20:36:30,UAE201,Intermittent,Strong,Request ATC relay
20:37:00,UAE201,Intermittent,No Signal,No action
20:37:30,UAE201,Failed,No Signal,No action
20:38:00,UAE201,Intermittent,Weak,Switch to backup frequency
20:38:30,UAE201,Intermittent,Weak,Switch to backup frequency
20:39:00,UAE201,Failed,No Signal,Switch to backup frequency
20:39:30,UAE201,Normal,No Signal,Switch to backup frequency
20:40:00,UAE201,Intermittent,No Signal,Request ATC relay
20:40:30,UAE201,Failed,No Signal,No action
20:41:00,UAE201,Normal,Strong,Request ATC relay
20:41:30,UAE201,Normal,Weak,Switch to backup frequency
20:42:00,UAE201,Intermittent,No Signal,Request ATC relay
20:42:30,UAE201,Intermittent,Strong,Switch to backup frequency
20:43:00,UAE201,Failed,No Signal,Switch to backup frequency
20:43:30,UAE201,Intermittent,Weak,Switch to backup frequency
20:44:00,UAE201,Failed,Strong,Request ATC relay
20:44:30,UAE201,Intermittent,Strong,Request ATC relay
20:45:00,UAE201,Intermittent,No Signal,Switch to backup frequency
20:45:30,UAE201,Failed,Strong,No action
20:46:00,UAE201,Failed,No Signal,No action
20:46:30,UAE201,Intermittent,No Signal,Request ATC relay
20:47:00,UAE201,Intermittent,Weak,No action
20:47:30,UAE201,Normal,No Signal,Switch to backup frequency
20:48:00,UAE201,Failed,No Signal,Request ATC relay
20:48:30,UAE201,Normal,Strong,No action
20:49:00,UAE201,Failed,Strong,No action
20:49:30,UAE201,Normal,No Signal,Switch to backup frequency
20:50:00,UAE201,Intermittent,Weak,Switch to backup frequency
20:50:30,UAE201,Intermittent,Weak,Request ATC relay
20:51:00,UAE201,Normal,Strong,No action
20:51:30,UAE201,Intermittent,Strong,No action
20:52:00,UAE201,Intermittent,Strong,Switch to backup frequency
20:52:30,UAE201,Failed,Strong,Request ATC relay
20:53:00,UAE201,Failed,Weak,Request ATC relay
20:53:30,UAE201,Normal,Strong,No action
20:54:00,UAE201,Failed,No Signal,No action
20:54:30,UAE201,Intermittent,Weak,Request ATC relay
20:55:00,UAE201,Failed,Strong,Switch to backup frequency
20:55:30,UAE201,Normal,Strong,Switch to backup frequency
20:56:00,UAE201,Intermittent,Weak,Switch to backup frequency
20:56:30,UAE201,Intermittent,No Signal,No action
20:57:00,UAE201,Normal,No Signal,Switch to backup frequency
20:57:30,UAE201,Intermittent,Weak,Switch to backup frequency
20:58:00,UAE201,Normal,Weak,Switch to backup frequency
20:58:30,UAE201,Normal,Strong,Switch to backup frequency
20:59:00,UAE201,Normal,Weak,No action
20:59:30,UAE201,Failed,Strong,Request ATC relay
21:00:00,UAE201,Normal,Weak,Request ATC relay
21:00:30,UAE201,Intermittent,No Signal,No action
21:01:00,UAE201,Intermittent,Weak,Request ATC relay
21:01:30,UAE201,Failed,Weak,Switch to backup frequency
21:02:00,UAE201,Intermittent,Weak,Request ATC relay
21:02:30,UAE201,Failed,No Signal,Switch to backup frequency
21:03:00,UAE201,Normal,Weak,No action
21:03:30,UAE201,Failed,Weak,No action
21:04:00,UAE201,Intermittent,No Signal,Switch to backup frequency
21:04:30,UAE201,Intermittent,No Signal,Switch to backup frequency
21:05:00,UAE201,Failed,Weak,Switch to backup frequency
21:05:30,UAE201,Failed,Strong,Switch to backup frequency
21:06:00,UAE201,Normal,Strong,Switch to backup frequency
21:06:30,UAE201,Failed,Strong,No action
21:07:00,UAE201,Intermittent,Weak,Request ATC relay
21:07:30,UAE201,Intermittent,Weak,Switch to backup frequency
21:08:00,UAE201,Intermittent,Strong,Request ATC relay
21:08:30,UAE201,Normal,No Signal,No action
21:09:00,UAE201,Normal,Strong,Switch to backup frequency
21:09:30,UAE201,Normal,No Signal,No action
21:10:00,UAE201,Normal,Weak,No action
21:10:30,UAE201,Normal,Weak,Switch to backup frequency
21:11:00,UAE201,Normal,Strong,No action
21:11:30,UAE201,Failed,No Signal,Switch to backup frequency
21:12:00,UAE201,Intermittent,No Signal,Switch to backup frequency
21:12:30,UAE201,Normal,No Signal,Switch to backup frequency
21:13:00,UAE201,Failed,Weak,Request ATC relay
21:13:30,UAE201,Intermittent,Weak,Switch to backup frequency
21:14:00,UAE201,Normal,No Signal,Switch to backup frequency
21:14:30,UAE201,Failed,No Signal,Request ATC relay
21:15:00,UAE201,Intermittent,Strong,No action
21:15:30,UAE201,Failed,Strong,No action
21:16:00,UAE201,Normal,Weak,Switch to backup frequency
21:16:30,UAE201,Failed,Weak,Switch to backup frequency
21:17:00,UAE201,Failed,Strong,No action
21:17:30,UAE201,Intermittent,Strong,Request ATC relay
21:18:00,UAE201,Failed,Strong,Switch to backup frequency
21:18:30,UAE201,Intermittent,No Signal,Request ATC relay
21:19:00,UAE201,Failed,Strong,Switch to backup frequency
21:19:30,UAE201,Intermittent,Strong,Request ATC relay
21:20:00,UAE201,Failed,Strong,Request ATC relay
21:20:30,UAE201,Normal,Strong,Switch to backup frequency
21:21:00,UAE201,Failed,Strong,Switch to backup frequency
21:21:30,UAE201,Intermittent,Weak,No action
21:22:00,UAE201,Intermittent,Strong,Switch to backup frequency
21:22:30,UAE201,Failed,No Signal,Request ATC relay
21:23:00,UAE201,Failed,No Signal,Request ATC relay
21:23:30,UAE201,Failed,Strong,Request ATC relay
21:24:00,UAE201,Failed,Strong,Switch to backup frequency
21:24:30,UAE201,Normal,No Signal,No action
21:25:00,UAE201,Normal,Weak,Request ATC relay
21:25:30,UAE201,Failed,No Signal,Switch to backup frequency
21:26:00,UAE201,Failed,Weak,Request ATC relay
21:26:30,UAE201,Intermittent,Weak,Request ATC relay
21:27:00,UAE201,Normal,Strong,Request ATC relay
21:27:30,UAE201,Intermittent,Strong,Switch to backup frequency
21:28:00,UAE201,Failed,No Signal,Request ATC relay
21:28:30,UAE201,Normal,Weak,No action
21:29:00,UAE201,Failed,Strong,No action
21:29:30,UAE201,Failed,Weak,Request ATC relay
21:30:00,UAE201,Failed,Weak,Switch to backup frequency
21:30:30,UAE201,Intermittent,Weak,No action
21:31:00,UAE201,Normal,Weak,No action
21:31:30,UAE201,Intermittent,Strong,No action
21:32:00,UAE201,Normal,Strong,Request ATC relay
21:32:30,UAE201,Intermittent,Weak,Switch to backup frequency
