Time,Call Sign,Total Weight (kg),Cargo Type,Weight Distribution,Fuel Adjustment Needed
03:24:30,UAE201,236966,Hazardous,Balanced,Fuel adjustment required
03:25:00,UAE201,152633,Hazardous,Imbalanced,Fuel adjustment required
03:25:30,UAE201,87178,Normal,Balanced,No adjustment needed
03:26:00,UAE201,169663,Normal,Imbalanced,Fuel adjustment required
03:26:30,UAE201,111854,Normal,Imbalanced,Fuel adjustment required
03:27:00,UAE201,80668,Normal,Imbalanced,No adjustment needed
03:27:30,UAE201,194677,Normal,Imbalanced,No adjustment needed
03:28:00,UAE201,166731,Hazardous,Balanced,No adjustment needed
03:28:30,UAE201,179993,Normal,Balanced,Fuel adjustment required
03:29:00,UAE201,215121,Hazardous,Imbalanced,No adjustment needed
03:29:30,UAE201,240347,Hazardous,Balanced,Fuel adjustment required
03:30:00,UAE201,163666,Normal,Imbalanced,No adjustment needed
03:30:30,UAE201,160456,Hazardous,Imbalanced,No adjustment needed
03:31:00,UAE201,209898,Hazardous,Imbalanced,Fuel adjustment required
03:31:30,UAE201,245248,Hazardous,Imbalanced,Fuel adjustment required
03:32:00,UAE201,168687,Hazardous,Balanced,Fuel adjustment required
03:32:30,UAE201,193291,Hazardous,Imbalanced,No adjustment needed
03:33:00,UAE201,79363,Normal,Balanced,Fuel adjustment required
03:33:30,UAE201,164487,Normal,Imbalanced,Fuel adjustment required
03:34:00,UAE201,160823,Normal,Balanced,Fuel adjustment required
03:34:30,UAE201,190332,Normal,Balanced,Fuel adjustment required
03:35:00,UAE201,125261,Normal,Balanced,Fuel adjustment required
03:35:30,UAE201,83666,Hazardous,Imbalanced,No adjustment needed
03:36:00,UAE201,215374,Normal,Imbalanced,No adjustment needed
03:36:30,UAE201,80245,Normal,Balanced,No adjustment needed
03:37:00,UAE201,85869,Hazardous,Balanced,Fuel adjustment required
03:37:30,UAE201,168753,Normal,Imbalanced,No adjustment needed
03:38:00,UAE201,186786,Hazardous,Imbalanced,No adjustment needed
03:38:30,UAE201,98774,Normal,Balanced,Fuel adjustment required
03:39:00,UAE201,160834,Normal,Imbalanced,No adjustment needed
03:39:30,UAE201,228766,Hazardous,Imbalanced,No adjustment needed
03:40:00,UAE201,105075,Normal,Balanced,No adjustment needed
03:40:30,UAE201,171758,Hazardous,Balanced,Fuel adjustment required
03:41:00,UAE201,64408,Normal,Balanced,No adjustment needed
03:41:30,UAE201,126377,Hazardous,Balanced,Fuel adjustment required
03:42:00,UAE201,64445,Hazardous,Balanced,Fuel adjustment required
03:42:30,UAE201,77820,Normal,Imbalanced,Fuel adjustment required
03:43:00,UAE201,214405,Normal,Balanced,Fuel adjustment required
03:43:30,UAE201,117916,Normal,Balanced,Fuel adjustment required
03:44:00,UAE201,109076,Normal,Balanced,No adjustment needed
03:44:30,UAE201,69438,Hazardous,Imbalanced,No adjustment needed
03:45:00,UAE201,246650,Normal,Imbalanced,No adjustment needed
03:45:30,UAE201,83617,Normal,Imbalanced,No adjustment needed
03:46:00,UAE201,150412,Hazardous,Imbalanced,Fuel adjustment required
03:46:30,UAE201,233095,Hazardous,Balanced,Fuel adjustment required
03:47:00,UAE201,223084,Hazardous,Imbalanced,No adjustment needed
03:47:30,UAE201,68929,Normal,Balanced,No adjustment needed
03:48:00,UAE201,242943,Hazardous,Imbalanced,Fuel adjustment required
03:48:30,UAE201,53470,Hazardous,Imbalanced,No adjustment needed
03:49:00,UAE201,162543,Normal,Imbalanced,Fuel adjustment required
03:49:30,UAE201,197623,Normal,Balanced,Fuel adjustment required
03:50:00,UAE201,238758,Normal,Balanced,No adjustment needed
03:50:30,UAE201,89857,Hazardous,Imbalanced,No adjustment needed
03:51:00,UAE201,185221,Normal,Balanced,Fuel adjustment required
03:51:30,UAE201,218133,Hazardous,Balanced,No adjustment needed
03:52:00,UAE201,80167,Normal,Balanced,No adjustment needed
03:52:30,UAE201,153221,Hazardous,Balanced,No adjustment needed
03:53:00,UAE201,219282,Hazardous,Balanced,Fuel adjustment required
03:53:30,UAE201,213121,Normal,Imbalanced,Fuel adjustment required
03:54:00,UAE201,203646,Hazardous,Imbalanced,No adjustment needed
03:54:30,UAE201,229469,Normal,Balanced,No adjustment needed
03:55:00,UAE201,59638,Hazardous,Imbalanced,No adjustment needed
03:55:30,UAE201,125849,Hazardous,Balanced,Fuel adjustment required
03:56:00,UAE201,202518,Hazardous,Balanced,Fuel adjustment required
03:56:30,UAE201,58415,Normal,Balanced,No adjustment needed
03:57:00,UAE201,133879,Normal,Balanced,Fuel adjustment required
03:57:30,UAE201,94205,Normal,Imbalanced,Fuel adjustment required
03:58:00,UAE201,111275,Hazardous,Imbalanced,No adjustment needed
03:58:30,UAE201,158226,Normal,Balanced,Fuel adjustment required
03:59:00,UAE201,195127,Hazardous,Balanced,Fuel adjustment required
03:59:30,UAE201,236288,Hazardous,Balanced,Fuel adjustment required
04:00:00,UAE201,158624,Normal,Balanced,Fuel adjustment required
04:00:30,UAE201,123353,Hazardous,Imbalanced,No adjustment needed
04:01:00,UAE201,76304,Normal,Imbalanced,No adjustment needed
04:01:30,UAE201,157585,Normal,Balanced,No adjustment needed
04:02:00,UAE201,190210,Normal,Balanced,Fuel adjustment required
04:02:30,UAE201,156814,Hazardous,Balanced,Fuel adjustment required
04:03:00,UAE201,128012,Hazardous,Imbalanced,No adjustment needed
04:03:30,UAE201,161555,Normal,Imbalanced,Fuel adjustment required
04:04:00,UAE201,215233,Normal,Imbalanced,No adjustment needed
04:04:30,UAE201,223913,Hazardous,Balanced,No adjustment needed
04:05:00,UAE201,213835,Normal,Balanced,No adjustment needed
04:05:30,UAE201,147819,Normal,Balanced,Fuel adjustment required
04:06:00,UAE201,100723,Normal,Imbalanced,Fuel adjustment required
04:06:30,UAE201,138109,Hazardous,Balanced,No adjustment needed
04:07:00,UAE201,207945,Normal,Imbalanced,Fuel adjustment required
04:07:30,UAE201,164944,Normal,Balanced,Fuel adjustment required
04:08:00,UAE201,209976,Hazardous,Imbalanced,Fuel adjustment required
04:08:30,UAE201,80816,Hazardous,Imbalanced,No adjustment needed
04:09:00,UAE201,170107,Hazardous,Imbalanced,Fuel adjustment required
04:09:30,UAE201,152149,Normal,Imbalanced,No adjustment needed
04:10:00,UAE201,52244,Normal,Balanced,No adjustment needed
04:10:30,UAE201,214203,Hazardous,Balanced,No adjustment needed
04:11:00,UAE201,148470,Normal,Imbalanced,Fuel adjustment required
04:11:30,UAE201,141162,Hazardous,Imbalanced,Fuel adjustment required
04:12:00,UAE201,249862,Hazardous,Balanced,No adjustment needed
04:12:30,UAE201,176921,Normal,Balanced,No adjustment needed
04:13:00,UAE201,222199,Normal,Balanced,No adjustment needed
04:13:30,UAE201,152641,Normal,Imbalanced,Fuel adjustment required
04:14:00,UAE201,233508,Hazardous,Imbalanced,Fuel adjustment required
04:14:30,UAE201,242705,Hazardous,Imbalanced,No adjustment needed
04:15:00,UAE201,205011,Normal,Imbalanced,No adjustment needed
04:15:30,UAE201,141657,Normal,Imbalanced,Fuel adjustment required
04:16:00,UAE201,198932,Normal,Balanced,No adjustment needed
04:16:30,UAE201,246309,Hazardous,Balanced,No adjustment needed
04:17:00,UAE201,228653,Normal,Imbalanced,No adjustment needed
04:17:30,UAE201,182290,Hazardous,Imbalanced,No adjustment needed
04:18:00,UAE201,78139,Hazardous,Balanced,Fuel adjustment required
04:18:30,UAE201,203895,Hazardous,Balanced,No adjustment needed
04:19:00,UAE201,53367,Hazardous,Imbalanced,Fuel adjustment required
04:19:30,UAE201,226881,Normal,Imbalanced,No adjustment needed
04:20:00,UAE201,113685,Normal,Imbalanced,Fuel adjustment required
04:20:30,UAE201,168265,Hazardous,Imbalanced,Fuel adjustment required
04:21:00,UAE201,161003,Normal,Imbalanced,No adjustment needed
04:21:30,UAE201,234134,Normal,Balanced,No adjustment needed
04:22:00,UAE201,220656,Normal,Balanced,No adjustment needed
04:22:30,UAE201,173907,Normal,Balanced,Fuel adjustment required
04:23:00,UAE201,182363,Normal,Balanced,No adjustment needed
04:23:30,UAE201,56742,Hazardous,Balanced,Fuel adjustment required
04:24:00,UAE201,140138,Normal,Imbalanced,No adjustment needed
04:24:30,UAE201,56588,Normal,Balanced,Fuel adjustment required
04:25:00,UAE201,226129,Normal,Balanced,Fuel adjustment required
04:25:30,UAE201,140339,Hazardous,Balanced,No adjustment needed
04:26:00,UAE201,140050,Normal,Imbalanced,No adjustment needed
04:26:30,UAE201,100362,Hazardous,Imbalanced,No adjustment needed
04:27:00,UAE201,226623,Normal,Balanced,No adjustment needed
04:27:30,UAE201,162998,Hazardous,Balanced,Fuel adjustment required
04:28:00,UAE201,108539,Hazardous,Imbalanced,No adjustment needed
04:28:30,UAE201,77285,Hazardous,Imbalanced,No adjustment needed
04:29:00,UAE201,98798,Hazardous,Balanced,Fuel adjustment required
04:29:30,UAE201,109363,Hazardous,Balanced,No adjustment needed
04:30:00,UAE201,57927,Normal,Balanced,No adjustment needed
04:30:30,UAE201,231131,Normal,Imbalanced,Fuel adjustment required
04:31:00,UAE201,215047,Hazardous,Balanced,No adjustment needed
04:31:30,UAE201,212512,Normal,Imbalanced,No adjustment needed
04:32:00,UAE201,125179,Normal,Imbalanced,Fuel adjustment required
04:32:30,UAE201,234948,Hazardous,Imbalanced,Fuel adjustment required
04:33:00,UAE201,214850,Hazardous,Imbalanced,No adjustment needed
04:33:30,UAE201,94781,Normal,Balanced,Fuel adjustment required
04:34:00,UAE201,80027,Normal,Balanced,No adjustment needed
04:34:30,UAE201,173353,Hazardous,Balanced,Fuel adjustment required
04:35:00,UAE201,199864,Hazardous,Balanced,Fuel adjustment required
04:35:30,UAE201,231779,Hazardous,Imbalanced,Fuel adjustment required
04:36:00,UAE201,218537,Hazardous,Imbalanced,No adjustment needed
04:36:30,UAE201,58858,Normal,Balanced,Fuel adjustment required
04:37:00,UAE201,223795,Normal,Balanced,Fuel adjustment required
04:37:30,UAE201,74479,Hazardous,Imbalanced,Fuel adjustment required
04:38:00,UAE201,138514,Normal,Imbalanced,No adjustment needed
04:38:30,UAE201,124390,Normal,Imbalanced,Fuel adjustment required
04:39:00,UAE201,164492,Hazardous,Balanced,Fuel adjustment required
04:39:30,UAE201,128585,Hazardous,Balanced,Fuel adjustment required
04:40:00,UAE201,68771,Normal,Balanced,Fuel adjustment required
04:40:30,UAE201,191526,Normal,Balanced,Fuel adjustment required
04:41:00,UAE201,141680,Normal,Balanced,No adjustment needed
04:41:30,UAE201,222545,Hazardous,Balanced,No adjustment needed
04:42:00,UAE201,248268,Normal,Imbalanced,Fuel adjustment required
04:42:30,UAE201,232124,Hazardous,Imbalanced,No adjustment needed
04:43:00,UAE201,207118,Hazardous,Balanced,Fuel adjustment required
04:43:30,UAE201,67173,Hazardous,Balanced,No adjustment needed
04:44:00,UAE201,116250,Normal,Balanced,Fuel adjustment required
04:44:30,UAE201,174716,Normal,Balanced,No adjustment needed
04:45:00,UAE201,222996,Hazardous,Balanced,Fuel adjustment required
04:45:30,UAE201,245529,Normal,Balanced,No adjustment needed
04:46:00,UAE201,124119,Normal,Imbalanced,Fuel adjustment required
04:46:30,UAE201,87928,Normal,Imbalanced,Fuel adjustment required
04:47:00,UAE201,57755,Normal,Imbalanced,Fuel adjustment required
04:47:30,UAE201,232188,Normal,Imbalanced,No adjustment needed
04:48:00,UAE201,168569,Hazardous,Balanced,No adjustment needed
04:48:30,UAE201,195340,Normal,Imbalanced,Fuel adjustment required
04:49:00,UAE201,114221,Normal,Balanced,No adjustment needed
04:49:30,UAE201,183118,Normal,Imbalanced,No adjustment needed
04:50:00,UAE201,148513,Normal,Balanced,No adjustment needed
04:50:30,UAE201,65669,Hazardous,Imbalanced,Fuel adjustment required
04:51:00,UAE201,222919,Hazardous,Balanced,Fuel adjustment required
04:51:30,UAE201,83079,Normal,Imbalanced,Fuel adjustment required
04:52:00,UAE201,216145,Normal,Imbalanced,No adjustment needed
04:52:30,UAE201,164357,Normal,Imbalanced,Fuel adjustment required
04:53:00,UAE201,233464,Normal,Balanced,Fuel adjustment required
04:53:30,UAE201,66429,Hazardous,Balanced,No adjustment needed
04:54:00,UAE201,158974,Normal,Imbalanced,No adjustment needed
04:54:30,UAE201,181407,Hazardous,Balanced,No adjustment needed
04:55:00,UAE201,80945,Hazardous,Balanced,Fuel adjustment required
04:55:30,UAE201,129431,Hazardous,Balanced,No adjustment needed
04:56:00,UAE201,108349,Normal,Imbalanced,Fuel adjustment required
04:56:30,UAE201,124695,Hazardous,Imbalanced,No adjustment needed
04:57:00,UAE201,209411,Hazardous,Balanced,No adjustment needed
04:57:30,UAE201,112939,Normal,Imbalanced,No adjustment needed
04:58:00,UAE201,62158,Normal,Imbalanced,Fuel adjustment required
04:58:30,UAE201,133026,Normal,Imbalanced,Fuel adjustment required
04:59:00,UAE201,97697,Hazardous,Balanced,Fuel adjustment required
04:59:30,UAE201,206792,Normal,Imbalanced,No adjustment needed
05:00:00,UAE201,221742,Hazardous,Imbalanced,Fuel adjustment required
05:00:30,UAE201,54323,Normal,Balanced,No adjustment needed
05:01:00,UAE201,183066,Normal,Balanced,No adjustment needed
05:01:30,UAE201,165534,Normal,Imbalanced,No adjustment needed
05:02:00,UAE201,233019,Hazardous,Imbalanced,Fuel adjustment required
05:02:30,UAE201,63382,Normal,Balanced,No adjustment needed
05:03:00,UAE201,221471,Normal,Balanced,Fuel adjustment required
05:03:30,UAE201,240178,Normal,Balanced,Fuel adjustment required
05:04:00,UAE201,69910,Hazardous,Imbalanced,No adjustment needed
05:04:30,UAE201,228565,Hazardous,Balanced,Fuel adjustment required
05:05:00,UAE201,68727,Hazardous,Imbalanced,Fuel adjustment required
05:05:30,UAE201,63505,Normal,Imbalanced,No adjustment needed
05:06:00,UAE201,187923,Hazardous,Balanced,Fuel adjustment required
05:06:30,UAE201,158181,Hazardous,Imbalanced,Fuel adjustment required
05:07:00,UAE201,63902,Normal,Balanced,No adjustment needed
05:07:30,UAE201,147643,Normal,Imbalanced,Fuel adjustment required
05:08:00,UAE201,123260,Normal,Imbalanced,No adjustment needed
05:08:30,UAE201,132440,Hazardous,Balanced,No adjustment needed
05:09:00,UAE201,226203,Normal,Balanced,No adjustment needed
05:09:30,UAE201,187232,Normal,Imbalanced,No adjustment needed
05:10:00,UAE201,231869,Hazardous,Imbalanced,Fuel adjustment required
05:10:30,UAE201,193947,Hazardous,Imbalanced,No adjustment needed
05:11:00,UAE201,133267,Hazardous,Imbalanced,No adjustment needed
05:11:30,UAE201,187191,Hazardous,Balanced,Fuel adjustment required
05:12:00,UAE201,239051,Hazardous,Imbalanced,Fuel adjustment required
05:12:30,UAE201,232172,Normal,Balanced,No adjustment needed
05:13:00,UAE201,87808,Hazardous,Imbalanced,No adjustment needed
05:13:30,UAE201,247321,Normal,Balanced,No adjustment needed
05:14:00,UAE201,96993,Hazardous,Balanced,Fuel adjustment required
05:14:30,UAE201,53964,Normal,Imbalanced,Fuel adjustment required
05:15:00,UAE201,245406,Hazardous,Imbalanced,No adjustment needed
05:15:30,UAE201,134966,Hazardous,Imbalanced,Fuel adjustment required
05:16:00,UAE201,233008,Normal,Imbalanced,No adjustment needed
05:16:30,UAE201,220980,Normal,Imbalanced,No adjustment needed
05:17:00,UAE201,177507,Hazardous,Imbalanced,No adjustment needed
05:17:30,UAE201,164376,Normal,Imbalanced,No adjustment needed
05:18:00,UAE201,215573,Hazardous,Imbalanced,No adjustment needed
05:18:30,UAE201,214641,Normal,Imbalanced,No adjustment needed
05:19:00,UAE201,160578,Normal,Balanced,Fuel adjustment required
05:19:30,UAE201,89697,Hazardous,Imbalanced,No adjustment needed
05:20:00,UAE201,143512,Hazardous,Imbalanced,No adjustment needed
05:20:30,UAE201,136316,Normal,Balanced,No adjustment needed
05:21:00,UAE201,142229,Normal,Balanced,Fuel adjustment required
05:21:30,UAE201,221077,Hazardous,Imbalanced,No adjustment needed
05:22:00,UAE201,147604,Normal,Balanced,No adjustment needed
05:22:30,UAE201,217561,Normal,Imbalanced,No adjustment needed
05:23:00,UAE201,95695,Normal,Imbalanced,Fuel adjustment required
05:23:30,UAE201,79967,Hazardous,Balanced,Fuel adjustment required
05:24:00,UAE201,78971,Normal,Imbalanced,Fuel adjustment required
05:24:30,UAE201,159055,Normal,Imbalanced,Fuel adjustment required
05:25:00,UAE201,104706,Hazardous,Imbalanced,Fuel adjustment required
05:25:30,UAE201,230977,Hazardous,Imbalanced,Fuel adjustment required
05:26:00,UAE201,194413,Normal,Balanced,Fuel adjustment required
05:26:30,UAE201,248825,Hazardous,Balanced,No adjustment needed
05:27:00,UAE201,216837,Hazardous,Balanced,No adjustment needed
05:27:30,UAE201,50825,Hazardous,Balanced,No adjustment needed
05:28:00,UAE201,52237,Hazardous,Balanced,No adjustment needed
05:28:30,UAE201,244749,Normal,Balanced,Fuel adjustment required
05:29:00,UAE201,217819,Normal,Imbalanced,Fuel adjustment required
05:29:30,UAE201,119148,Hazardous,Imbalanced,Fuel adjustment required
05:30:00,UAE201,139926,Normal,Imbalanced,No adjustment needed
05:30:30,UAE201,206131,Normal,Imbalanced,Fuel adjustment required
05:31:00,UAE201,205895,Normal,Balanced,Fuel adjustment required
05:31:30,UAE201,55579,Hazardous,Imbalanced,No adjustment needed
05:32:00,UAE201,247152,Hazardous,Imbalanced,No adjustment needed
05:32:30,UAE201,213144,Hazardous,Balanced,No adjustment needed
05:33:00,UAE201,121337,Hazardous,Balanced,Fuel adjustment required
05:33:30,UAE201,129922,Hazardous,Balanced,No adjustment needed
05:34:00,UAE201,91784,Hazardous,Imbalanced,No adjustment needed
05:34:30,UAE201,130876,Hazardous,Balanced,Fuel adjustment required
05:35:00,UAE201,206421,Normal,Imbalanced,No adjustment needed
05:35:30,UAE201,98942,Hazardous,Balanced,No adjustment needed
05:36:00,UAE201,83658,Hazardous,Balanced,No adjustment needed
05:36:30,UAE201,200008,Normal,Balanced,No adjustment needed
05:37:00,UAE201,232600,Normal,Imbalanced,Fuel adjustment required
05:37:30,UAE201,197861,Normal,Balanced,Fuel adjustment required
05:38:00,UAE201,51582,Hazardous,Balanced,No adjustment needed
05:38:30,UAE201,114191,Normal,Imbalanced,Fuel adjustment required
05:39:00,UAE201,134674,Hazardous,Balanced,No adjustment needed
05:39:30,UAE201,221841,Normal,Balanced,No adjustment needed
05:40:00,UAE201,105942,Hazardous,Imbalanced,No adjustment needed
05:40:30,UAE201,121997,Hazardous,Imbalanced,Fuel adjustment required
05:41:00,UAE201,107089,Normal,Imbalanced,Fuel adjustment required
05:41:30,UAE201,121269,Normal,Balanced,No adjustment needed
05:42:00,UAE201,193340,Hazardous,Imbalanced,Fuel adjustment required
05:42:30,UAE201,137669,Normal,Balanced,No adjustment needed
05:43:00,UAE201,56128,Normal,Imbalanced,Fuel adjustment required
05:43:30,UAE201,184419,Hazardous,Balanced,Fuel adjustment required
05:44:00,UAE201,73131,Hazardous,Balanced,Fuel adjustment required
05:44:30,UAE201,127447,Normal,Balanced,No adjustment needed
05:45:00,UAE201,74592,Hazardous,Balanced,No adjustment needed
05:45:30,UAE201,79257,Hazardous,Imbalanced,Fuel adjustment required
05:46:00,UAE201,154241,Normal,Balanced,No adjustment needed
05:46:30,UAE201,172089,Hazardous,Imbalanced,Fuel adjustment required
05:47:00,UAE201,64469,Hazardous,Imbalanced,No adjustment needed
05:47:30,UAE201,51644,Normal,Balanced,Fuel adjustment required
05:48:00,UAE201,143958,Hazardous,Imbalanced,Fuel adjustment required
05:48:30,UAE201,229584,Hazardous,Balanced,Fuel adjustment required
05:49:00,UAE201,154993,Normal,Imbalanced,Fuel adjustment required
05:49:30,UAE201,210198,Hazardous,Balanced,Fuel adjustment required
