Time,Call Sign,Communication Type,Message Content,Altitude (ft),Speed (knots),Heading (degrees),Position
01:47:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",20000,469,187,"('26.0765° N', '56.2406° E')"
01:48:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",20000,491,288,"('28.7041° N', '77.1025° E')"
01:48:30,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,420,88,"('25.2532° N', '55.3657° E')"
01:49:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",10000,435,89,"('40.6413° N', '-73.7781° W')"
01:49:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,10000,408,71,"('25.2532° N', '55.3657° E')"
01:50:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 35000 feet, UAE201.",35000,483,132,"('28.7041° N', '77.1025° E')"
01:50:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",30000,499,91,"('26.0765° N', '56.2406° E')"
01:51:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,473,301,"('34.0837° N', '74.7973° E')"
01:51:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",5000,417,67,"('28.7041° N', '77.1025° E')"
01:52:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",20000,477,165,"('26.0765° N', '56.2406° E')"
01:52:30,UAE201,ATC Instruction,Climb to FL300 and maintain.,30000,434,120,"('40.6413° N', '-73.7781° W')"
01:53:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,489,36,"('34.0837° N', '74.7973° E')"
01:53:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,25000,448,321,"('26.0765° N', '56.2406° E')"
01:54:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,465,169,"('28.7041° N', '77.1025° E')"
01:54:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,35000,480,57,"('40.6413° N', '-73.7781° W')"
01:55:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,411,178,"('26.0765° N', '56.2406° E')"
01:55:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,460,20,"('26.0765° N', '56.2406° E')"
01:56:00,UAE201,ATC Instruction,Hold short of runway 12R.,25000,449,155,"('28.7041° N', '77.1025° E')"
01:56:30,UAE201,ATC Instruction,"Descend and maintain 25000 feet, expect ILS approach runway 27.",25000,441,220,"('28.7041° N', '77.1025° E')"
01:57:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,473,139,"('34.0837° N', '74.7973° E')"
01:57:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",25000,402,78,"('26.0765° N', '56.2406° E')"
01:58:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",35000,472,162,"('26.0765° N', '56.2406° E')"
01:58:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,496,314,"('40.6413° N', '-73.7781° W')"
01:59:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,35000,473,100,"('34.0837° N', '74.7973° E')"
01:59:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,35000,494,96,"('26.0765° N', '56.2406° E')"
02:00:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,30000,468,249,"('28.7041° N', '77.1025° E')"
02:00:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",35000,443,9,"('40.6413° N', '-73.7781° W')"
02:01:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL150.,15000,454,93,"('34.0837° N', '74.7973° E')"
02:01:30,UAE201,ATC Instruction,Climb to FL150 and maintain.,15000,460,333,"('26.0765° N', '56.2406° E')"
02:02:00,UAE201,Pilot Acknowledgment,"Climb and maintain 10000 feet, UAE201.",10000,419,9,"('34.0837° N', '74.7973° E')"
02:02:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",25000,416,10,"('40.6413° N', '-73.7781° W')"
02:03:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,423,293,"('34.0837° N', '74.7973° E')"
02:03:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,444,19,"('25.2532° N', '55.3657° E')"
02:04:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",20000,496,35,"('25.2532° N', '55.3657° E')"
02:04:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,433,189,"('34.0837° N', '74.7973° E')"
02:05:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,407,238,"('28.7041° N', '77.1025° E')"
02:05:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,20000,423,335,"('40.6413° N', '-73.7781° W')"
02:06:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",5000,455,74,"('40.6413° N', '-73.7781° W')"
02:06:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",15000,457,235,"('25.2532° N', '55.3657° E')"
02:07:00,UAE201,Pilot Acknowledgment,"Climb and maintain 35000 feet, UAE201.",35000,413,189,"('26.0765° N', '56.2406° E')"
02:07:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,405,178,"('28.7041° N', '77.1025° E')"
02:08:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",20000,466,210,"('40.6413° N', '-73.7781° W')"
02:08:30,UAE201,ATC Instruction,Maintain present speed.,25000,475,349,"('26.0765° N', '56.2406° E')"
02:09:00,UAE201,Pilot Acknowledgment,"Descending to 35000 feet, expect ILS runway 27, UAE201.",35000,428,57,"('25.2532° N', '55.3657° E')"
02:09:30,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,20000,434,330,"('28.7041° N', '77.1025° E')"
02:10:00,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, UAE201.",25000,494,129,"('26.0765° N', '56.2406° E')"
02:10:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,35000,485,228,"('40.6413° N', '-73.7781° W')"
02:11:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",5000,459,151,"('34.0837° N', '74.7973° E')"
02:11:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,444,259,"('28.7041° N', '77.1025° E')"
02:12:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",35000,472,9,"('25.2532° N', '55.3657° E')"
02:12:30,UAE201,ATC Instruction,Proceed to final approach and maintain 35000 feet.,35000,428,70,"('34.0837° N', '74.7973° E')"
02:13:00,UAE201,Pilot Acknowledgment,"Climb and maintain 30000 feet, UAE201.",30000,442,67,"('34.0837° N', '74.7973° E')"
02:13:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,444,170,"('28.7041° N', '77.1025° E')"
02:14:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",15000,420,159,"('25.2532° N', '55.3657° E')"
02:14:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,449,119,"('26.0765° N', '56.2406° E')"
02:15:00,UAE201,Pilot Acknowledgment,"Turning left heading 1, UAE201.",30000,486,1,"('28.7041° N', '77.1025° E')"
02:15:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",30000,459,147,"('25.2532° N', '55.3657° E')"
02:16:00,UAE201,ATC Instruction,Hold short of runway 12R.,10000,466,213,"('40.6413° N', '-73.7781° W')"
02:16:30,UAE201,ATC Instruction,Hold short of runway 12R.,25000,496,108,"('40.6413° N', '-73.7781° W')"
02:17:00,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,455,277,"('28.7041° N', '77.1025° E')"
02:17:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,35000,410,62,"('40.6413° N', '-73.7781° W')"
02:18:00,UAE201,ATC Instruction,Climb to FL300 and maintain.,30000,500,322,"('34.0837° N', '74.7973° E')"
02:18:30,UAE201,Pilot Acknowledgment,"Turning left heading 168, UAE201.",20000,455,168,"('25.2532° N', '55.3657° E')"
02:19:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,486,28,"('25.2532° N', '55.3657° E')"
02:19:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,5000,402,79,"('28.7041° N', '77.1025° E')"
02:20:00,UAE201,ATC Instruction,"Descend and maintain 20000 feet, expect ILS approach runway 27.",20000,471,25,"('25.2532° N', '55.3657° E')"
02:20:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",20000,499,265,"('40.6413° N', '-73.7781° W')"
02:21:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",35000,446,323,"('40.6413° N', '-73.7781° W')"
02:21:30,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, expect ILS runway 27, UAE201.",25000,448,330,"('28.7041° N', '77.1025° E')"
02:22:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,487,90,"('40.6413° N', '-73.7781° W')"
02:22:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",5000,497,301,"('25.2532° N', '55.3657° E')"
02:23:00,UAE201,ATC Instruction,"Turn left heading 16, vectors for traffic.",30000,476,16,"('28.7041° N', '77.1025° E')"
02:23:30,UAE201,Pilot Acknowledgment,"Climbing to FL50, UAE201.",5000,498,300,"('34.0837° N', '74.7973° E')"
02:24:00,UAE201,ATC Instruction,Hold short of runway 12R.,25000,485,139,"('26.0765° N', '56.2406° E')"
02:24:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",35000,441,151,"('28.7041° N', '77.1025° E')"
02:25:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,452,234,"('40.6413° N', '-73.7781° W')"
02:25:30,UAE201,ATC Instruction,Maintain present speed.,25000,472,26,"('40.6413° N', '-73.7781° W')"
02:26:00,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",20000,475,326,"('25.2532° N', '55.3657° E')"
02:26:30,UAE201,ATC Instruction,Hold short of runway 12R.,10000,441,196,"('25.2532° N', '55.3657° E')"
02:27:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,10000,459,235,"('40.6413° N', '-73.7781° W')"
02:27:30,UAE201,ATC Instruction,Climb and maintain 20000 feet.,20000,408,62,"('34.0837° N', '74.7973° E')"
02:28:00,UAE201,ATC Instruction,Descend to 10000 feet and prepare for approach.,10000,411,154,"('26.0765° N', '56.2406° E')"
02:28:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",10000,493,248,"('25.2532° N', '55.3657° E')"
02:29:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,425,53,"('40.6413° N', '-73.7781° W')"
02:29:30,UAE201,Pilot Acknowledgment,"Climbing to FL350, UAE201.",35000,421,53,"('28.7041° N', '77.1025° E')"
02:30:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,497,226,"('34.0837° N', '74.7973° E')"
02:30:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,20000,485,32,"('40.6413° N', '-73.7781° W')"
02:31:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,35000,428,94,"('26.0765° N', '56.2406° E')"
02:31:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",15000,423,324,"('34.0837° N', '74.7973° E')"
02:32:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,35000,474,37,"('25.2532° N', '55.3657° E')"
02:32:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,15000,444,262,"('34.0837° N', '74.7973° E')"
02:33:00,UAE201,Pilot Acknowledgment,"Descending to 5000 feet, UAE201.",5000,447,106,"('40.6413° N', '-73.7781° W')"
02:33:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,463,50,"('34.0837° N', '74.7973° E')"
02:34:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",30000,419,184,"('28.7041° N', '77.1025° E')"
02:34:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL100.,10000,445,288,"('26.0765° N', '56.2406° E')"
02:35:00,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,403,349,"('25.2532° N', '55.3657° E')"
02:35:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,448,293,"('40.6413° N', '-73.7781° W')"
02:36:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,30000,458,147,"('34.0837° N', '74.7973° E')"
02:36:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,475,184,"('25.2532° N', '55.3657° E')"
02:37:00,UAE201,ATC Instruction,Reduce speed to 250 knots.,10000,450,206,"('25.2532° N', '55.3657° E')"
02:37:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,411,177,"('28.7041° N', '77.1025° E')"
02:38:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,475,235,"('26.0765° N', '56.2406° E')"
02:38:30,UAE201,ATC Instruction,Contact departure on 124.7.,35000,492,166,"('34.0837° N', '74.7973° E')"
02:39:00,UAE201,ATC Instruction,"Descend and maintain 30000 feet, expect ILS approach runway 27.",30000,431,207,"('34.0837° N', '74.7973° E')"
02:39:30,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,454,2,"('40.6413° N', '-73.7781° W')"
02:40:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,487,280,"('40.6413° N', '-73.7781° W')"
02:40:30,UAE201,ATC Instruction,Descend to 35000 feet and prepare for approach.,35000,470,132,"('34.0837° N', '74.7973° E')"
02:41:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,425,302,"('26.0765° N', '56.2406° E')"
02:41:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,35000,410,53,"('34.0837° N', '74.7973° E')"
02:42:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",30000,487,308,"('26.0765° N', '56.2406° E')"
02:42:30,UAE201,Pilot Acknowledgment,"Turning left heading 137, UAE201.",15000,432,137,"('40.6413° N', '-73.7781° W')"
02:43:00,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,30000,418,18,"('34.0837° N', '74.7973° E')"
02:43:30,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,451,289,"('25.2532° N', '55.3657° E')"
02:44:00,UAE201,ATC Instruction,Climb and maintain 35000 feet.,35000,405,298,"('25.2532° N', '55.3657° E')"
02:44:30,UAE201,ATC Instruction,Climb and maintain 25000 feet.,25000,482,304,"('34.0837° N', '74.7973° E')"
02:45:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,472,289,"('26.0765° N', '56.2406° E')"
02:45:30,UAE201,Pilot Acknowledgment,"Turning left heading 151, UAE201.",15000,440,151,"('28.7041° N', '77.1025° E')"
02:46:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",20000,486,354,"('28.7041° N', '77.1025° E')"
02:46:30,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, expect ILS runway 27, UAE201.",25000,448,230,"('40.6413° N', '-73.7781° W')"
02:47:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",15000,402,176,"('26.0765° N', '56.2406° E')"
02:47:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,400,254,"('40.6413° N', '-73.7781° W')"
02:48:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",25000,462,129,"('34.0837° N', '74.7973° E')"
02:48:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,436,240,"('26.0765° N', '56.2406° E')"
02:49:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",35000,481,19,"('25.2532° N', '55.3657° E')"
02:49:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,20000,499,199,"('28.7041° N', '77.1025° E')"
02:50:00,UAE201,Pilot Acknowledgment,"Climbing to FL200, UAE201.",20000,447,306,"('26.0765° N', '56.2406° E')"
02:50:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,20000,420,96,"('28.7041° N', '77.1025° E')"
02:51:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,410,183,"('26.0765° N', '56.2406° E')"
02:51:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,5000,470,113,"('28.7041° N', '77.1025° E')"
02:52:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,499,118,"('26.0765° N', '56.2406° E')"
02:52:30,UAE201,ATC Instruction,Hold short of runway 12R.,25000,449,119,"('26.0765° N', '56.2406° E')"
02:53:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",10000,402,240,"('34.0837° N', '74.7973° E')"
02:53:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,484,307,"('28.7041° N', '77.1025° E')"
02:54:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,477,174,"('34.0837° N', '74.7973° E')"
02:54:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,416,315,"('40.6413° N', '-73.7781° W')"
02:55:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, UAE201.",20000,430,198,"('26.0765° N', '56.2406° E')"
02:55:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",20000,424,180,"('25.2532° N', '55.3657° E')"
02:56:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 25000 feet, UAE201.",25000,484,315,"('28.7041° N', '77.1025° E')"
02:56:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",10000,461,152,"('28.7041° N', '77.1025° E')"
02:57:00,UAE201,Pilot Report,"Passing FL100, climbing to FL350.",10000,418,323,"('40.6413° N', '-73.7781° W')"
02:57:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,20000,430,242,"('28.7041° N', '77.1025° E')"
02:58:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",10000,442,139,"('25.2532° N', '55.3657° E')"
02:58:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",10000,466,81,"('28.7041° N', '77.1025° E')"
02:59:00,UAE201,ATC Instruction,Maintain present speed.,15000,468,158,"('34.0837° N', '74.7973° E')"
02:59:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,440,350,"('25.2532° N', '55.3657° E')"
03:00:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,20000,488,98,"('25.2532° N', '55.3657° E')"
03:00:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,20000,449,323,"('28.7041° N', '77.1025° E')"
03:01:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",35000,497,179,"('25.2532° N', '55.3657° E')"
03:01:30,UAE201,ATC Instruction,Climb and maintain 10000 feet.,10000,419,1,"('25.2532° N', '55.3657° E')"
03:02:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 5000 feet, UAE201.",5000,400,90,"('25.2532° N', '55.3657° E')"
03:02:30,UAE201,Pilot Acknowledgment,"Descending to 5000 feet, UAE201.",5000,465,331,"('25.2532° N', '55.3657° E')"
03:03:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",5000,425,27,"('28.7041° N', '77.1025° E')"
03:03:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,35000,426,63,"('25.2532° N', '55.3657° E')"
03:04:00,UAE201,ATC Instruction,Reduce speed to 250 knots.,30000,437,110,"('25.2532° N', '55.3657° E')"
03:04:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,400,29,"('26.0765° N', '56.2406° E')"
03:05:00,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,426,310,"('40.6413° N', '-73.7781° W')"
03:05:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,35000,489,357,"('40.6413° N', '-73.7781° W')"
03:06:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",20000,494,93,"('26.0765° N', '56.2406° E')"
